,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
47,47,47,47,47,Dallas Mavericks,Sacramento Kings,L,10/20/2017,240,31,75,0.413,11,33,0.333,15,21,0.7140000000000001,7,29,36,19,8,7,12,13,88,-5,regular season
48,48,48,48,48,Golden State Warriors,New Orleans Pelicans,W,10/20/2017,240,47,92,0.511,18,41,0.439,16,20,0.8,10,39,49,29,6,8,18,23,128,8,regular season
49,49,49,49,49,New Orleans Pelicans,Golden State Warriors,L,10/20/2017,240,45,98,0.459,16,36,0.444,14,22,0.636,16,35,51,26,8,4,17,19,120,-8,regular season
50,50,50,50,50,Los Angeles Lakers,Phoenix Suns,W,10/20/2017,240,48,93,0.516,12,26,0.462,24,33,0.727,5,37,42,22,8,3,18,31,132,2,regular season
51,51,51,51,51,Phoenix Suns,Los Angeles Lakers,L,10/20/2017,240,45,92,0.489,14,29,0.483,26,38,0.684,10,40,50,17,8,9,19,25,130,-2,regular season
52,52,52,52,52,Philadelphia 76ers,Toronto Raptors,L,10/21/2017,240,32,82,0.39,8,24,0.333,22,36,0.611,8,33,41,18,5,4,20,26,94,-34,regular season
53,53,53,53,53,Toronto Raptors,Philadelphia 76ers,W,10/21/2017,240,42,89,0.472,13,44,0.295,31,37,0.838,8,43,51,23,5,10,13,29,128,34,regular season
54,54,54,54,54,San Antonio Spurs,Chicago Bulls,W,10/21/2017,240,38,93,0.409,1,12,0.083,10,16,0.625,14,38,52,25,8,3,11,14,87,10,regular season
55,55,55,55,55,Chicago Bulls,San Antonio Spurs,L,10/21/2017,240,31,82,0.378,8,28,0.28600000000000003,7,9,0.778,8,40,48,18,3,5,19,15,77,-10,regular season
56,56,56,56,56,Orlando Magic,Cleveland Cavaliers,W,10/21/2017,240,40,90,0.444,17,35,0.486,17,20,0.85,12,38,50,28,7,6,12,28,114,21,regular season
57,57,57,57,57,Cleveland Cavaliers,Orlando Magic,L,10/21/2017,240,33,86,0.384,7,25,0.28,20,27,0.741,11,33,44,15,4,7,16,14,93,-21,regular season
58,58,58,58,58,Dallas Mavericks,Houston Rockets,L,10/21/2017,240,31,84,0.369,13,31,0.419,16,21,0.762,8,33,41,19,6,0,14,19,91,-16,regular season
59,59,59,59,59,Houston Rockets,Dallas Mavericks,W,10/21/2017,240,39,82,0.476,11,47,0.234,18,22,0.818,8,46,54,17,12,4,13,24,107,16,regular season
60,60,60,60,60,Golden State Warriors,Memphis Grizzlies,L,10/21/2017,240,33,84,0.393,12,38,0.316,23,27,0.852,12,34,46,20,10,7,17,28,101,-10,regular season
61,61,61,61,61,Memphis Grizzlies,Golden State Warriors,W,10/21/2017,240,36,77,0.468,10,27,0.37,29,37,0.784,6,34,40,20,8,4,14,25,111,10,regular season
62,62,62,62,62,Indiana Pacers,Miami Heat,L,10/21/2017,240,43,96,0.448,7,19,0.368,15,21,0.7140000000000001,13,32,45,18,9,4,10,18,108,-4,regular season
63,63,63,63,63,Miami Heat,Indiana Pacers,W,10/21/2017,240,45,87,0.517,14,34,0.412,8,14,0.5710000000000001,6,39,45,24,6,11,14,19,112,4,regular season
64,64,64,64,64,Detroit Pistons,New York Knicks,W,10/21/2017,240,44,91,0.484,9,30,0.3,14,15,0.933,15,28,43,21,5,2,12,25,111,4,regular season
65,65,65,65,65,New York Knicks,Detroit Pistons,L,10/21/2017,240,37,81,0.457,8,30,0.267,25,31,0.8059999999999999,12,27,39,20,6,2,12,21,107,-4,regular season
66,66,66,66,66,Portland Trail Blazers,Milwaukee Bucks,L,10/21/2017,240,34,81,0.42,11,28,0.393,31,35,0.8859999999999999,13,29,42,18,10,6,16,22,110,-3,regular season
67,67,67,67,67,Milwaukee Bucks,Portland Trail Blazers,W,10/21/2017,240,42,80,0.525,7,18,0.389,22,30,0.733,7,28,35,22,9,8,14,23,113,3,regular season
68,68,68,68,68,Sacramento Kings,Denver Nuggets,L,10/21/2017,240,31,85,0.365,8,22,0.364,9,13,0.6920000000000001,12,27,39,15,6,3,13,21,79,-17,regular season
69,69,69,69,69,Denver Nuggets,Sacramento Kings,W,10/21/2017,240,37,85,0.435,10,30,0.333,12,20,0.6,18,40,58,25,7,2,16,19,96,17,regular season
70,70,70,70,70,Oklahoma City Thunder,Utah Jazz,L,10/21/2017,240,32,78,0.41,11,33,0.333,12,19,0.632,8,30,38,15,14,4,17,16,87,-9,regular season
71,71,71,71,71,Utah Jazz,Oklahoma City Thunder,W,10/21/2017,240,38,77,0.494,9,29,0.31,11,14,0.7859999999999999,7,34,41,22,11,4,18,21,96,9,regular season
72,72,72,72,72,Phoenix Suns,Los Angeles Clippers,L,10/21/2017,240,27,71,0.38,6,24,0.25,28,38,0.737,4,32,36,19,8,3,19,27,88,-42,regular season
73,73,73,73,73,Los Angeles Clippers,Phoenix Suns,W,10/21/2017,240,48,88,0.545,12,26,0.462,22,30,0.733,10,42,52,26,12,2,12,32,130,42,regular season
74,74,74,74,74,Atlanta Hawks,Brooklyn Nets,L,10/22/2017,240,32,94,0.34,7,27,0.259,33,36,0.917,16,32,48,21,6,2,16,25,104,-12,regular season
75,75,75,75,75,Brooklyn Nets,Atlanta Hawks,W,10/22/2017,240,41,87,0.471,11,27,0.407,23,34,0.6759999999999999,13,38,51,27,12,8,18,27,116,12,regular season
76,76,76,76,76,Minnesota Timberwolves,Oklahoma City Thunder,W,10/22/2017,240,43,86,0.5,10,25,0.4,19,23,0.826,10,35,45,25,5,1,17,17,115,2,regular season
77,77,77,77,77,Oklahoma City Thunder,Minnesota Timberwolves,L,10/22/2017,240,46,96,0.479,11,31,0.355,10,16,0.625,9,27,36,26,9,6,11,22,113,-2,regular season
78,78,78,78,78,New Orleans Pelicans,Los Angeles Lakers,W,10/22/2017,240,47,83,0.5660000000000001,10,32,0.313,15,21,0.7140000000000001,6,36,42,26,14,5,18,20,119,7,regular season
79,79,79,79,79,Los Angeles Lakers,New Orleans Pelicans,L,10/22/2017,240,44,90,0.489,9,27,0.333,15,20,0.75,9,29,38,27,7,6,17,24,112,-7,regular season
80,80,80,80,80,Philadelphia 76ers,Detroit Pistons,W,10/23/2017,240,35,75,0.467,9,24,0.375,18,24,0.75,8,41,49,25,11,0,21,24,97,11,regular season
81,81,81,81,81,Detroit Pistons,Philadelphia 76ers,L,10/23/2017,240,33,85,0.388,6,30,0.2,14,19,0.737,9,30,39,14,5,2,14,21,86,-11,regular season
82,82,82,82,82,Atlanta Hawks,Miami Heat,L,10/23/2017,240,36,76,0.474,7,17,0.412,14,18,0.778,6,35,41,14,9,1,20,17,93,-11,regular season
83,83,83,83,83,Miami Heat,Atlanta Hawks,W,10/23/2017,240,39,85,0.459,14,37,0.378,12,18,0.667,10,31,41,21,12,6,19,19,104,11,regular season
84,84,84,84,84,Memphis Grizzlies,Houston Rockets,W,10/23/2017,240,29,68,0.426,6,19,0.316,34,37,0.919,3,35,38,16,5,2,12,21,98,8,regular season
85,85,85,85,85,Houston Rockets,Memphis Grizzlies,L,10/23/2017,240,32,77,0.416,9,38,0.237,17,23,0.7390000000000001,9,30,39,25,5,2,16,31,90,-8,regular season
86,86,86,86,86,Charlotte Hornets,Milwaukee Bucks,L,10/23/2017,240,33,78,0.423,7,26,0.269,21,36,0.583,10,38,48,17,3,5,14,21,94,-9,regular season
87,87,87,87,87,Milwaukee Bucks,Charlotte Hornets,W,10/23/2017,240,40,85,0.471,9,26,0.34600000000000003,14,16,0.875,5,37,42,24,8,4,13,27,103,9,regular season
88,88,88,88,88,Golden State Warriors,Dallas Mavericks,W,10/23/2017,240,48,86,0.5579999999999999,15,39,0.385,22,26,0.846,10,40,50,33,6,8,16,23,133,30,regular season
89,89,89,89,89,Dallas Mavericks,Golden State Warriors,L,10/23/2017,240,38,96,0.396,9,29,0.31,18,30,0.6,14,28,42,21,11,0,12,20,103,-30,regular season
90,90,90,90,90,Toronto Raptors,San Antonio Spurs,L,10/23/2017,240,34,80,0.425,10,37,0.27,19,24,0.792,5,29,34,17,11,4,14,30,97,-4,regular season
91,91,91,91,91,San Antonio Spurs,Toronto Raptors,W,10/23/2017,240,40,90,0.444,5,20,0.25,16,23,0.696,18,37,55,19,4,12,20,22,101,4,regular season
92,92,92,92,92,Washington Wizards,Denver Nuggets,W,10/23/2017,240,37,84,0.44,9,30,0.3,26,28,0.929,10,28,38,24,13,3,15,24,109,5,regular season
93,93,93,93,93,Denver Nuggets,Washington Wizards,L,10/23/2017,240,39,80,0.488,8,23,0.348,18,23,0.7829999999999999,9,35,44,27,5,2,23,22,104,-5,regular season
94,94,94,94,94,Sacramento Kings,Phoenix Suns,L,10/23/2017,240,43,99,0.434,9,22,0.409,20,29,0.69,13,24,37,19,13,2,9,25,115,-2,regular season
95,95,95,95,95,Phoenix Suns,Sacramento Kings,W,10/23/2017,240,42,77,0.545,10,30,0.333,23,27,0.852,6,39,45,20,6,5,20,25,117,2,regular season
96,96,96,96,96,Chicago Bulls,Cleveland Cavaliers,L,10/24/2017,240,42,88,0.477,17,33,0.515,11,13,0.846,8,31,39,28,3,3,9,20,112,-7,regular season
97,97,97,97,97,Cleveland Cavaliers,Chicago Bulls,W,10/24/2017,240,43,83,0.518,16,38,0.421,17,22,0.773,8,31,39,28,5,3,9,14,119,7,regular season
98,98,98,98,98,Brooklyn Nets,Orlando Magic,L,10/24/2017,240,40,96,0.417,11,35,0.314,30,34,0.882,14,35,49,21,8,4,15,27,121,-4,regular season
99,99,99,99,99,Orlando Magic,Brooklyn Nets,W,10/24/2017,240,41,83,0.494,8,23,0.348,35,40,0.875,6,38,44,20,8,5,11,23,125,4,regular season
100,100,100,100,100,New York Knicks,Boston Celtics,L,10/24/2017,240,36,85,0.424,1,12,0.083,16,25,0.64,11,32,43,20,8,2,14,17,89,-21,regular season
101,101,101,101,101,Boston Celtics,New York Knicks,W,10/24/2017,240,37,75,0.493,14,29,0.483,22,27,0.815,5,36,41,26,11,7,12,24,110,21,regular season
102,102,102,102,102,Indiana Pacers,Minnesota Timberwolves,W,10/24/2017,240,56,84,0.667,10,22,0.455,8,11,0.727,8,34,42,31,8,2,17,21,130,23,regular season
103,103,103,103,103,Minnesota Timberwolves,Indiana Pacers,L,10/24/2017,240,42,86,0.488,9,24,0.375,14,22,0.636,9,18,27,27,9,4,14,14,107,-23,regular season
104,104,104,104,104,New Orleans Pelicans,Portland Trail Blazers,L,10/24/2017,240,30,76,0.395,9,30,0.3,24,32,0.75,4,38,42,17,5,7,17,26,93,-10,regular season
105,105,105,105,105,Portland Trail Blazers,New Orleans Pelicans,W,10/24/2017,240,33,88,0.375,10,29,0.345,27,33,0.818,18,45,63,17,7,7,18,22,103,10,regular season
106,106,106,106,106,Utah Jazz,Los Angeles Clippers,L,10/24/2017,240,34,79,0.43,7,28,0.25,9,11,0.818,8,33,41,20,7,7,18,23,84,-18,regular season
107,107,107,107,107,Los Angeles Clippers,Utah Jazz,W,10/24/2017,240,39,83,0.47,10,29,0.345,14,21,0.667,11,33,44,21,12,4,13,16,102,18,regular season
108,108,108,108,108,Denver Nuggets,Charlotte Hornets,L,10/25/2017,240,38,100,0.38,8,31,0.258,9,15,0.6,18,33,51,18,6,1,13,23,93,-17,regular season
109,109,109,109,109,Charlotte Hornets,Denver Nuggets,W,10/25/2017,240,38,81,0.469,13,31,0.419,21,26,0.8079999999999999,10,40,50,17,5,5,14,16,110,17,regular season
110,110,110,110,110,Minnesota Timberwolves,Detroit Pistons,L,10/25/2017,240,37,85,0.435,9,25,0.36,18,21,0.857,7,30,37,19,5,4,14,19,101,-21,regular season
111,111,111,111,111,Detroit Pistons,Minnesota Timberwolves,W,10/25/2017,240,48,92,0.522,15,34,0.441,11,17,0.647,12,35,47,32,7,3,14,22,122,21,regular season
112,112,112,112,112,Houston Rockets,Philadelphia 76ers,W,10/25/2017,240,36,75,0.48,12,39,0.308,21,24,0.875,7,33,40,22,11,13,19,13,105,1,regular season
113,113,113,113,113,Philadelphia 76ers,Houston Rockets,L,10/25/2017,240,43,97,0.443,12,36,0.333,6,10,0.6,12,31,43,29,14,7,14,19,104,-1,regular season
114,114,114,114,114,Cleveland Cavaliers,Brooklyn Nets,L,10/25/2017,240,39,81,0.481,12,35,0.343,17,26,0.654,9,38,47,21,5,7,21,17,107,-5,regular season
115,115,115,115,115,Brooklyn Nets,Cleveland Cavaliers,W,10/25/2017,240,40,93,0.43,17,46,0.37,15,21,0.7140000000000001,10,28,38,22,11,3,12,22,112,5,regular season
116,116,116,116,116,San Antonio Spurs,Miami Heat,W,10/25/2017,240,42,76,0.5529999999999999,10,17,0.588,23,30,0.767,8,36,44,18,6,3,13,20,117,17,regular season
117,117,117,117,117,Miami Heat,San Antonio Spurs,L,10/25/2017,240,37,80,0.463,9,26,0.34600000000000003,17,18,0.944,4,28,32,19,6,2,9,25,100,-17,regular season
118,118,118,118,118,Indiana Pacers,Oklahoma City Thunder,L,10/25/2017,240,28,83,0.337,10,29,0.345,30,35,0.857,14,27,41,13,13,2,19,23,96,-18,regular season
119,119,119,119,119,Oklahoma City Thunder,Indiana Pacers,W,10/25/2017,240,43,89,0.483,10,27,0.37,18,26,0.6920000000000001,16,33,49,26,8,8,21,27,114,18,regular season
120,120,120,120,120,Memphis Grizzlies,Dallas Mavericks,L,10/25/2017,240,33,72,0.458,12,31,0.387,16,24,0.667,6,30,36,14,7,2,17,22,94,-9,regular season
121,121,121,121,121,Dallas Mavericks,Memphis Grizzlies,W,10/25/2017,240,36,74,0.486,11,26,0.423,20,29,0.69,4,31,35,20,6,4,11,20,103,9,regular season
122,122,122,122,122,Utah Jazz,Phoenix Suns,L,10/25/2017,240,32,77,0.416,6,25,0.24,18,25,0.72,7,37,44,20,8,10,23,19,88,-9,regular season
123,123,123,123,123,Phoenix Suns,Utah Jazz,W,10/25/2017,240,42,96,0.438,6,19,0.316,7,9,0.778,16,39,55,18,8,5,16,25,97,9,regular season
124,124,124,124,124,Toronto Raptors,Golden State Warriors,L,10/25/2017,240,43,94,0.457,8,34,0.235,18,19,0.947,17,25,42,30,10,6,16,16,112,-5,regular season
125,125,125,125,125,Golden State Warriors,Toronto Raptors,W,10/25/2017,240,43,77,0.5579999999999999,12,26,0.462,19,22,0.8640000000000001,6,31,37,32,10,7,17,15,117,5,regular season
126,126,126,126,126,Washington Wizards,Los Angeles Lakers,L,10/25/2017,265,39,95,0.411,6,26,0.231,15,23,0.652,7,38,45,20,11,5,13,19,99,-3,regular season
127,127,127,127,127,Los Angeles Lakers,Washington Wizards,W,10/25/2017,265,41,92,0.446,7,30,0.233,13,16,0.813,6,47,53,27,9,5,21,26,102,3,regular season
128,128,128,128,128,Atlanta Hawks,Chicago Bulls,L,10/26/2017,240,32,81,0.395,11,28,0.393,11,13,0.846,7,33,40,22,10,5,10,23,86,-5,regular season
129,129,129,129,129,Chicago Bulls,Atlanta Hawks,W,10/26/2017,240,31,86,0.36,7,32,0.219,22,29,0.759,18,44,62,20,5,4,13,15,91,5,regular season
130,130,130,130,130,Dallas Mavericks,Memphis Grizzlies,L,10/26/2017,240,32,94,0.34,10,34,0.294,17,20,0.85,18,35,53,20,10,3,14,22,91,-5,regular season
131,131,131,131,131,Memphis Grizzlies,Dallas Mavericks,W,10/26/2017,240,30,73,0.411,10,34,0.294,26,30,0.867,9,37,46,18,7,6,18,23,96,5,regular season
132,132,132,132,132,Boston Celtics,Milwaukee Bucks,W,10/26/2017,240,33,78,0.423,11,30,0.3670000000000001,19,22,0.8640000000000001,6,39,45,21,7,4,15,14,96,7,regular season
133,133,133,133,133,Milwaukee Bucks,Boston Celtics,L,10/26/2017,240,35,77,0.455,11,25,0.44,8,14,0.5710000000000001,2,35,37,22,6,3,16,20,89,-7,regular season
134,134,134,134,134,Los Angeles Clippers,Portland Trail Blazers,W,10/26/2017,240,36,77,0.468,9,28,0.321,23,36,0.639,14,32,46,11,4,5,11,19,104,1,regular season
135,135,135,135,135,Portland Trail Blazers,Los Angeles Clippers,L,10/26/2017,240,35,89,0.393,14,31,0.452,19,22,0.8640000000000001,16,28,44,19,5,4,9,26,103,-1,regular season
136,136,136,136,136,New Orleans Pelicans,Sacramento Kings,W,10/26/2017,240,42,86,0.488,13,32,0.406,17,23,0.7390000000000001,10,37,47,22,5,3,15,24,114,8,regular season
137,137,137,137,137,Sacramento Kings,New Orleans Pelicans,L,10/26/2017,240,38,81,0.469,7,20,0.35,23,25,0.92,5,29,34,25,7,5,12,17,106,-8,regular season
138,138,138,138,138,Houston Rockets,Charlotte Hornets,W,10/27/2017,240,38,85,0.447,22,57,0.386,11,13,0.846,7,44,51,21,5,6,15,26,109,16,regular season
139,139,139,139,139,Charlotte Hornets,Houston Rockets,L,10/27/2017,240,33,88,0.375,11,29,0.379,16,28,0.5710000000000001,11,33,44,16,6,5,9,14,93,-16,regular season
140,140,140,140,140,San Antonio Spurs,Orlando Magic,L,10/27/2017,240,30,89,0.337,4,24,0.16699999999999998,23,27,0.852,17,32,49,19,8,8,17,15,87,-27,regular season
141,141,141,141,141,Orlando Magic,San Antonio Spurs,W,10/27/2017,240,48,84,0.5710000000000001,11,23,0.478,7,14,0.5,6,39,45,22,9,7,17,24,114,27,regular season
142,142,142,142,142,Denver Nuggets,Atlanta Hawks,W,10/27/2017,240,42,91,0.462,4,20,0.2,17,23,0.7390000000000001,11,35,46,25,8,4,11,12,105,5,regular season
143,143,143,143,143,Atlanta Hawks,Denver Nuggets,L,10/27/2017,240,37,89,0.416,14,33,0.424,12,12,1.0,11,32,43,23,7,4,12,21,100,-5,regular season
144,144,144,144,144,Brooklyn Nets,New York Knicks,L,10/27/2017,240,30,75,0.4,11,30,0.3670000000000001,15,21,0.7140000000000001,5,30,35,18,5,1,16,20,86,-21,regular season
145,145,145,145,145,New York Knicks,Brooklyn Nets,W,10/27/2017,240,44,98,0.449,9,27,0.333,10,17,0.588,19,36,55,19,7,6,11,19,107,21,regular season
146,146,146,146,146,Oklahoma City Thunder,Minnesota Timberwolves,L,10/27/2017,240,43,86,0.5,8,28,0.28600000000000003,22,25,0.88,11,24,35,19,8,9,14,29,116,-3,regular season
147,147,147,147,147,Minnesota Timberwolves,Oklahoma City Thunder,W,10/27/2017,240,42,86,0.488,8,22,0.364,27,35,0.7709999999999999,17,27,44,23,5,7,15,21,119,3,regular season
148,148,148,148,148,Washington Wizards,Golden State Warriors,L,10/27/2017,240,43,97,0.443,15,33,0.455,16,22,0.727,12,29,41,30,7,6,14,21,117,-3,regular season
149,149,149,149,149,Golden State Warriors,Washington Wizards,W,10/27/2017,240,46,95,0.484,10,38,0.263,18,20,0.9,15,38,53,33,7,13,17,20,120,3,regular season
150,150,150,150,150,Toronto Raptors,Los Angeles Lakers,W,10/27/2017,240,40,93,0.43,7,29,0.241,14,20,0.7,9,31,40,27,12,4,12,24,101,9,regular season
151,151,151,151,151,Los Angeles Lakers,Toronto Raptors,L,10/27/2017,240,36,79,0.456,3,23,0.13,17,24,0.708,9,40,49,20,7,6,21,22,92,-9,regular season
152,152,152,152,152,Cleveland Cavaliers,New Orleans Pelicans,L,10/28/2017,240,36,78,0.462,12,32,0.375,17,23,0.7390000000000001,5,32,37,19,8,2,18,19,101,-22,regular season
153,153,153,153,153,New Orleans Pelicans,Cleveland Cavaliers,W,10/28/2017,240,49,95,0.516,13,33,0.394,12,16,0.75,10,37,47,33,10,4,11,20,123,22,regular season
154,154,154,154,154,Oklahoma City Thunder,Chicago Bulls,W,10/28/2017,240,39,88,0.443,13,34,0.382,10,14,0.7140000000000001,11,41,52,28,16,8,11,17,101,32,regular season
155,155,155,155,155,Chicago Bulls,Oklahoma City Thunder,L,10/28/2017,240,22,78,0.282,10,37,0.27,15,20,0.75,12,35,47,16,9,5,19,16,69,-32,regular season
156,156,156,156,156,Houston Rockets,Memphis Grizzlies,L,10/28/2017,240,29,77,0.377,14,38,0.368,17,21,0.81,8,35,43,18,4,3,17,23,89,-14,regular season
157,157,157,157,157,Memphis Grizzlies,Houston Rockets,W,10/28/2017,240,40,85,0.471,14,33,0.424,9,12,0.75,6,36,42,26,10,6,9,20,103,14,regular season
158,158,158,158,158,Boston Celtics,Miami Heat,W,10/28/2017,240,34,81,0.42,6,23,0.261,22,26,0.846,11,30,41,15,11,5,12,14,96,6,regular season
159,159,159,159,159,Miami Heat,Boston Celtics,L,10/28/2017,240,34,79,0.43,7,31,0.226,15,16,0.938,6,34,40,17,6,9,19,23,90,-6,regular season
160,160,160,160,160,Philadelphia 76ers,Dallas Mavericks,W,10/28/2017,240,43,87,0.494,16,35,0.457,10,14,0.7140000000000001,11,31,42,25,10,1,13,21,112,2,regular season
161,161,161,161,161,Dallas Mavericks,Philadelphia 76ers,L,10/28/2017,240,38,74,0.514,19,40,0.475,15,19,0.789,3,30,33,22,7,2,17,15,110,-2,regular season
162,162,162,162,162,Los Angeles Lakers,Utah Jazz,L,10/28/2017,240,31,81,0.383,5,22,0.227,14,20,0.7,14,25,39,17,12,4,16,20,81,-15,regular season
163,163,163,163,163,Utah Jazz,Los Angeles Lakers,W,10/28/2017,240,37,79,0.468,13,31,0.419,9,13,0.6920000000000001,14,35,49,18,9,5,21,20,96,15,regular season
164,164,164,164,164,Phoenix Suns,Portland Trail Blazers,L,10/28/2017,240,37,87,0.425,9,26,0.34600000000000003,24,30,0.8,12,34,46,21,12,7,17,23,107,-7,regular season
165,165,165,165,165,Portland Trail Blazers,Phoenix Suns,W,10/28/2017,240,40,91,0.44,11,26,0.423,23,28,0.821,12,41,53,27,8,7,14,26,114,7,regular season
166,166,166,166,166,Detroit Pistons,Los Angeles Clippers,W,10/28/2017,240,36,88,0.409,9,28,0.321,14,21,0.667,12,38,50,16,11,6,12,20,95,8,regular season
167,167,167,167,167,Los Angeles Clippers,Detroit Pistons,L,10/28/2017,240,28,84,0.333,15,38,0.395,16,22,0.727,15,36,51,19,6,6,18,18,87,-8,regular season
168,168,168,168,168,Milwaukee Bucks,Atlanta Hawks,W,10/29/2017,240,44,81,0.5429999999999999,13,26,0.5,16,21,0.762,5,38,43,30,9,3,14,27,117,11,regular season
169,169,169,169,169,Atlanta Hawks,Milwaukee Bucks,L,10/29/2017,240,36,77,0.468,13,29,0.448,21,26,0.8079999999999999,3,28,31,27,9,2,16,21,106,-11,regular season
170,170,170,170,170,San Antonio Spurs,Indiana Pacers,L,10/29/2017,240,36,90,0.4,9,28,0.321,13,18,0.722,12,32,44,19,12,8,15,11,94,-3,regular season
171,171,171,171,171,Indiana Pacers,San Antonio Spurs,W,10/29/2017,240,36,77,0.468,10,22,0.455,15,20,0.75,6,38,44,21,9,3,19,20,97,3,regular season
172,172,172,172,172,Denver Nuggets,Brooklyn Nets,W,10/29/2017,240,47,94,0.5,11,20,0.55,19,22,0.8640000000000001,4,42,46,23,7,7,6,22,124,13,regular season
173,173,173,173,173,Brooklyn Nets,Denver Nuggets,L,10/29/2017,240,39,96,0.406,12,31,0.387,21,31,0.677,17,39,56,24,5,4,15,18,111,-13,regular season
174,174,174,174,174,Orlando Magic,Charlotte Hornets,L,10/29/2017,240,41,97,0.423,11,33,0.333,20,26,0.769,9,30,39,28,11,4,11,20,113,-7,regular season
175,175,175,175,175,Charlotte Hornets,Orlando Magic,W,10/29/2017,240,53,97,0.546,6,18,0.333,8,17,0.471,12,47,59,31,6,7,17,24,120,7,regular season
176,176,176,176,176,Washington Wizards,Sacramento Kings,W,10/29/2017,240,40,85,0.471,17,34,0.5,13,20,0.65,13,36,49,28,9,3,15,18,110,27,regular season
177,177,177,177,177,Sacramento Kings,Washington Wizards,L,10/29/2017,240,32,82,0.39,6,22,0.273,13,16,0.813,11,32,43,13,8,2,17,20,83,-27,regular season
178,178,178,178,178,New York Knicks,Cleveland Cavaliers,W,10/29/2017,240,42,89,0.472,13,28,0.464,17,21,0.81,11,40,51,27,9,6,14,26,114,19,regular season
