,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
1126,1126,1126,1126,1126,New Orleans Pelicans,Utah Jazz,W,01/03/2018,240,41,82,0.5,14,30,0.467,12,12,1.0,7,35,42,23,8,2,20,18,108,10,regular season
1127,1127,1127,1127,1127,Utah Jazz,New Orleans Pelicans,L,01/03/2018,240,38,84,0.452,7,32,0.219,15,17,0.882,6,30,36,23,12,1,14,21,98,-10,regular season
1128,1128,1128,1128,1128,Oklahoma City Thunder,Los Angeles Lakers,W,01/03/2018,240,56,93,0.602,14,30,0.467,7,9,0.778,7,37,44,36,12,5,9,17,133,37,regular season
1129,1129,1129,1129,1129,Los Angeles Lakers,Oklahoma City Thunder,L,01/03/2018,240,38,92,0.413,11,33,0.333,9,15,0.6,16,29,45,24,5,4,17,10,96,-37,regular season
1130,1130,1130,1130,1130,Golden State Warriors,Houston Rockets,W,01/04/2018,240,48,87,0.552,13,30,0.433,15,20,0.75,6,39,45,35,6,6,12,18,124,10,regular season
1131,1131,1131,1131,1131,Houston Rockets,Golden State Warriors,L,01/04/2018,240,42,89,0.472,17,50,0.34,13,22,0.591,6,32,38,20,7,3,10,17,114,-10,regular season
1132,1132,1132,1132,1132,Oklahoma City Thunder,Los Angeles Clippers,W,01/04/2018,240,51,95,0.537,15,34,0.441,10,14,0.7140000000000001,11,35,46,23,4,6,13,23,127,10,regular season
1133,1133,1133,1133,1133,Los Angeles Clippers,Oklahoma City Thunder,L,01/04/2018,240,45,100,0.45,9,30,0.3,18,23,0.7829999999999999,15,30,45,29,5,2,10,15,117,-10,regular season
1134,1134,1134,1134,1134,Minnesota Timberwolves,Boston Celtics,L,01/05/2018,240,28,76,0.368,7,23,0.304,21,28,0.75,9,34,43,15,6,5,12,15,84,-7,regular season
1135,1135,1135,1135,1135,Boston Celtics,Minnesota Timberwolves,W,01/05/2018,240,38,94,0.404,6,36,0.16699999999999998,9,13,0.6920000000000001,17,39,56,24,6,4,10,22,91,7,regular season
1136,1136,1136,1136,1136,Detroit Pistons,Philadelphia 76ers,L,01/05/2018,240,30,78,0.385,7,22,0.318,11,19,0.579,6,28,34,20,9,4,12,14,78,-36,regular season
1137,1137,1137,1137,1137,Philadelphia 76ers,Detroit Pistons,W,01/05/2018,240,44,90,0.489,14,30,0.467,12,13,0.923,13,42,55,29,5,4,12,17,114,36,regular season
1138,1138,1138,1138,1138,New York Knicks,Miami Heat,L,01/05/2018,265,39,80,0.488,5,13,0.385,20,23,0.87,8,31,39,14,11,7,19,26,103,-4,regular season
1139,1139,1139,1139,1139,Miami Heat,New York Knicks,W,01/05/2018,265,38,94,0.404,12,42,0.28600000000000003,19,20,0.95,15,29,44,24,10,5,14,19,107,4,regular season
1140,1140,1140,1140,1140,Toronto Raptors,Milwaukee Bucks,W,01/05/2018,240,48,86,0.5579999999999999,10,33,0.303,23,28,0.821,12,31,43,25,9,5,11,22,129,19,regular season
1141,1141,1141,1141,1141,Milwaukee Bucks,Toronto Raptors,L,01/05/2018,240,41,77,0.532,7,17,0.412,21,29,0.7240000000000001,5,23,28,26,4,4,11,23,110,-19,regular season
1142,1142,1142,1142,1142,Chicago Bulls,Dallas Mavericks,W,01/05/2018,240,44,78,0.564,14,28,0.5,25,31,0.8059999999999999,8,34,42,25,9,3,18,19,127,3,regular season
1143,1143,1143,1143,1143,Dallas Mavericks,Chicago Bulls,L,01/05/2018,240,49,92,0.5329999999999999,14,32,0.438,12,17,0.706,7,27,34,33,11,2,13,24,124,-3,regular season
1144,1144,1144,1144,1144,Phoenix Suns,San Antonio Spurs,L,01/05/2018,240,35,83,0.422,7,30,0.233,12,18,0.667,9,37,46,22,11,2,23,23,89,-14,regular season
1145,1145,1145,1145,1145,San Antonio Spurs,Phoenix Suns,W,01/05/2018,240,41,87,0.471,11,30,0.3670000000000001,10,18,0.556,7,37,44,21,15,6,15,16,103,14,regular season
1146,1146,1146,1146,1146,Utah Jazz,Denver Nuggets,L,01/05/2018,240,38,84,0.452,12,33,0.364,3,6,0.5,8,45,53,26,7,5,17,16,91,-8,regular season
1147,1147,1147,1147,1147,Denver Nuggets,Utah Jazz,W,01/05/2018,240,38,86,0.442,14,35,0.4,9,15,0.6,4,33,37,24,9,1,10,11,99,8,regular season
1148,1148,1148,1148,1148,Washington Wizards,Memphis Grizzlies,W,01/05/2018,240,33,84,0.393,10,27,0.37,26,34,0.765,12,36,48,21,7,7,13,23,102,2,regular season
1149,1149,1149,1149,1149,Memphis Grizzlies,Washington Wizards,L,01/05/2018,240,35,86,0.407,10,30,0.333,20,26,0.769,11,35,46,20,6,9,16,25,100,-2,regular season
1150,1150,1150,1150,1150,Atlanta Hawks,Portland Trail Blazers,L,01/05/2018,240,30,83,0.361,8,26,0.308,21,25,0.84,11,28,39,14,7,5,16,16,89,-21,regular season
1151,1151,1151,1151,1151,Portland Trail Blazers,Atlanta Hawks,W,01/05/2018,240,43,80,0.5379999999999999,13,30,0.433,11,14,0.7859999999999999,6,38,44,30,11,5,15,20,110,21,regular season
1152,1152,1152,1152,1152,Charlotte Hornets,Los Angeles Lakers,W,01/05/2018,240,42,99,0.424,12,33,0.364,12,16,0.75,16,40,56,26,10,3,14,17,108,14,regular season
1153,1153,1153,1153,1153,Los Angeles Lakers,Charlotte Hornets,L,01/05/2018,240,38,94,0.404,9,36,0.25,9,12,0.75,12,34,46,24,7,3,16,19,94,-14,regular season
1154,1154,1154,1154,1154,Golden State Warriors,Los Angeles Clippers,W,01/06/2018,240,39,94,0.415,13,39,0.333,30,37,0.8109999999999999,14,40,54,31,13,10,16,25,121,16,regular season
1155,1155,1155,1155,1155,Los Angeles Clippers,Golden State Warriors,L,01/06/2018,240,39,91,0.429,3,11,0.273,24,30,0.8,10,35,45,19,10,7,18,25,105,-16,regular season
1156,1156,1156,1156,1156,Boston Celtics,Brooklyn Nets,W,01/06/2018,240,37,98,0.378,5,18,0.278,8,15,0.5329999999999999,12,32,44,12,8,13,4,17,87,2,regular season
1157,1157,1157,1157,1157,Brooklyn Nets,Boston Celtics,L,01/06/2018,240,30,91,0.33,6,31,0.194,19,22,0.8640000000000001,12,43,55,11,2,11,16,14,85,-2,regular season
1158,1158,1158,1158,1158,Houston Rockets,Detroit Pistons,L,01/06/2018,240,38,90,0.422,15,47,0.319,10,11,0.909,12,30,42,29,5,4,13,20,101,-7,regular season
1159,1159,1159,1159,1159,Detroit Pistons,Houston Rockets,W,01/06/2018,240,38,75,0.507,12,25,0.48,20,27,0.741,5,30,35,21,8,4,11,15,108,7,regular season
1160,1160,1160,1160,1160,Chicago Bulls,Indiana Pacers,L,01/06/2018,240,30,80,0.375,10,32,0.313,16,20,0.8,9,25,34,15,4,6,16,15,86,-39,regular season
1161,1161,1161,1161,1161,Indiana Pacers,Chicago Bulls,W,01/06/2018,240,48,86,0.5579999999999999,15,31,0.484,14,18,0.778,10,39,49,24,9,4,12,19,125,39,regular season
1162,1162,1162,1162,1162,Cleveland Cavaliers,Orlando Magic,W,01/06/2018,240,47,94,0.5,15,34,0.441,22,31,0.71,14,31,45,25,11,2,17,26,131,4,regular season
1163,1163,1163,1163,1163,Orlando Magic,Cleveland Cavaliers,L,01/06/2018,240,49,98,0.5,14,37,0.378,15,22,0.682,14,32,46,29,5,2,19,28,127,-4,regular season
1164,1164,1164,1164,1164,Milwaukee Bucks,Washington Wizards,W,01/06/2018,240,39,80,0.488,7,22,0.318,25,30,0.833,10,35,45,20,11,6,15,26,110,7,regular season
1165,1165,1165,1165,1165,Washington Wizards,Milwaukee Bucks,L,01/06/2018,240,37,78,0.474,8,21,0.381,21,29,0.7240000000000001,4,30,34,25,6,6,14,22,103,-7,regular season
1166,1166,1166,1166,1166,New Orleans Pelicans,Minnesota Timberwolves,L,01/06/2018,240,33,78,0.423,6,29,0.207,26,28,0.929,7,31,38,20,5,6,15,19,98,-18,regular season
1167,1167,1167,1167,1167,Minnesota Timberwolves,New Orleans Pelicans,W,01/06/2018,240,44,90,0.489,9,18,0.5,19,21,0.905,13,34,47,26,10,5,9,20,116,18,regular season
1168,1168,1168,1168,1168,Denver Nuggets,Sacramento Kings,L,01/06/2018,240,35,76,0.461,13,34,0.382,15,21,0.7140000000000001,8,38,46,20,2,6,25,17,98,-8,regular season
1169,1169,1169,1169,1169,Sacramento Kings,Denver Nuggets,W,01/06/2018,240,42,94,0.447,9,25,0.36,13,17,0.765,10,29,39,21,16,4,9,22,106,8,regular season
1170,1170,1170,1170,1170,Utah Jazz,Miami Heat,L,01/07/2018,240,37,82,0.451,10,32,0.313,18,20,0.9,8,36,44,15,6,5,11,18,102,-1,regular season
1171,1171,1171,1171,1171,Miami Heat,Utah Jazz,W,01/07/2018,240,40,83,0.482,9,29,0.31,14,20,0.7,8,29,37,21,6,6,8,16,103,1,regular season
1172,1172,1172,1172,1172,New York Knicks,Dallas Mavericks,W,01/07/2018,240,38,83,0.458,6,16,0.375,18,20,0.9,10,49,59,22,4,6,16,23,100,4,regular season
1173,1173,1173,1173,1173,Dallas Mavericks,New York Knicks,L,01/07/2018,240,35,92,0.38,6,24,0.25,20,24,0.833,9,31,40,22,7,3,7,20,96,-4,regular season
1174,1174,1174,1174,1174,Oklahoma City Thunder,Phoenix Suns,L,01/07/2018,240,40,86,0.465,8,27,0.29600000000000004,12,21,0.5710000000000001,8,34,42,23,7,7,11,17,100,-14,regular season
1175,1175,1175,1175,1175,Phoenix Suns,Oklahoma City Thunder,W,01/07/2018,240,39,88,0.443,17,39,0.436,19,23,0.826,12,31,43,24,6,6,7,19,114,14,regular season
1176,1176,1176,1176,1176,San Antonio Spurs,Portland Trail Blazers,L,01/07/2018,240,40,81,0.494,11,23,0.478,19,26,0.731,10,32,42,26,4,5,14,16,110,-1,regular season
1177,1177,1177,1177,1177,Portland Trail Blazers,San Antonio Spurs,W,01/07/2018,240,48,92,0.522,8,23,0.348,7,10,0.7,9,29,38,19,7,5,9,24,111,1,regular season
1178,1178,1178,1178,1178,Atlanta Hawks,Los Angeles Lakers,L,01/07/2018,240,41,94,0.436,12,34,0.353,19,23,0.826,10,27,37,22,5,4,15,16,113,-19,regular season
1179,1179,1179,1179,1179,Los Angeles Lakers,Atlanta Hawks,W,01/07/2018,240,48,86,0.5579999999999999,16,36,0.444,20,25,0.8,6,43,49,32,13,6,18,25,132,19,regular season
1180,1180,1180,1180,1180,Milwaukee Bucks,Indiana Pacers,L,01/08/2018,240,34,74,0.459,7,27,0.259,21,27,0.778,5,29,34,18,11,4,17,24,96,-13,regular season
1181,1181,1181,1181,1181,Indiana Pacers,Milwaukee Bucks,W,01/08/2018,240,44,79,0.557,7,22,0.318,14,20,0.7,8,32,40,30,9,5,16,23,109,13,regular season
1182,1182,1182,1182,1182,Toronto Raptors,Brooklyn Nets,W,01/08/2018,265,43,101,0.426,10,34,0.294,18,23,0.7829999999999999,8,43,51,19,7,12,15,27,114,1,regular season
1183,1183,1183,1183,1183,Brooklyn Nets,Toronto Raptors,L,01/08/2018,265,39,100,0.39,12,33,0.364,23,28,0.821,11,44,55,22,8,2,16,27,113,-1,regular season
1184,1184,1184,1184,1184,Houston Rockets,Chicago Bulls,W,01/08/2018,240,39,86,0.453,20,54,0.37,18,24,0.75,11,40,51,28,6,6,16,14,116,9,regular season
1185,1185,1185,1185,1185,Chicago Bulls,Houston Rockets,L,01/08/2018,240,40,86,0.465,12,28,0.429,15,18,0.833,3,34,37,26,6,5,11,17,107,-9,regular season
1186,1186,1186,1186,1186,Cleveland Cavaliers,Minnesota Timberwolves,L,01/08/2018,240,37,84,0.44,13,38,0.342,12,16,0.75,8,29,37,26,0,4,13,15,99,-28,regular season
1187,1187,1187,1187,1187,Minnesota Timberwolves,Cleveland Cavaliers,W,01/08/2018,240,52,100,0.52,10,31,0.32299999999999995,13,17,0.765,15,41,56,30,6,2,5,17,127,28,regular season
1188,1188,1188,1188,1188,Detroit Pistons,New Orleans Pelicans,L,01/08/2018,240,41,93,0.441,8,27,0.29600000000000004,19,22,0.8640000000000001,12,27,39,22,5,4,12,18,109,-3,regular season
1189,1189,1189,1189,1189,New Orleans Pelicans,Detroit Pistons,W,01/08/2018,240,46,82,0.561,6,22,0.273,14,21,0.667,9,32,41,31,7,9,16,18,112,3,regular season
1190,1190,1190,1190,1190,San Antonio Spurs,Sacramento Kings,W,01/08/2018,240,44,90,0.489,11,26,0.423,8,13,0.615,8,29,37,23,11,4,10,12,107,7,regular season
1191,1191,1191,1191,1191,Sacramento Kings,San Antonio Spurs,L,01/08/2018,240,40,82,0.488,8,23,0.348,12,16,0.75,8,37,45,19,6,1,18,14,100,-7,regular season
1192,1192,1192,1192,1192,Denver Nuggets,Golden State Warriors,L,01/08/2018,240,47,95,0.495,8,19,0.421,12,16,0.75,13,26,39,30,8,3,11,16,114,-10,regular season
1193,1193,1193,1193,1193,Golden State Warriors,Denver Nuggets,W,01/08/2018,240,48,85,0.565,13,30,0.433,15,21,0.7140000000000001,10,33,43,33,7,10,16,15,124,10,regular season
1194,1194,1194,1194,1194,Atlanta Hawks,Los Angeles Clippers,L,01/08/2018,240,38,96,0.396,10,37,0.27,21,29,0.7240000000000001,19,37,56,20,9,8,14,26,107,-1,regular season
1195,1195,1195,1195,1195,Los Angeles Clippers,Atlanta Hawks,W,01/08/2018,240,38,85,0.447,9,18,0.5,23,34,0.6759999999999999,14,33,47,16,10,9,16,25,108,1,regular season
1196,1196,1196,1196,1196,Miami Heat,Toronto Raptors,W,01/09/2018,240,39,97,0.402,4,22,0.182,8,10,0.8,20,44,64,18,2,14,13,19,90,1,regular season
1197,1197,1197,1197,1197,Toronto Raptors,Miami Heat,L,01/09/2018,240,35,90,0.389,7,21,0.333,12,15,0.8,7,30,37,15,7,12,5,16,89,-1,regular season
1198,1198,1198,1198,1198,Portland Trail Blazers,Oklahoma City Thunder,W,01/09/2018,240,43,81,0.531,10,23,0.435,21,26,0.8079999999999999,8,34,42,19,10,2,15,20,117,11,regular season
1199,1199,1199,1199,1199,Oklahoma City Thunder,Portland Trail Blazers,L,01/09/2018,240,37,84,0.44,13,31,0.419,19,26,0.731,11,27,38,20,6,4,14,17,106,-11,regular season
1200,1200,1200,1200,1200,Orlando Magic,Dallas Mavericks,L,01/09/2018,240,36,79,0.456,11,29,0.379,16,22,0.727,9,32,41,27,2,4,13,23,99,-15,regular season
1201,1201,1201,1201,1201,Dallas Mavericks,Orlando Magic,W,01/09/2018,240,43,83,0.518,9,26,0.34600000000000003,19,22,0.8640000000000001,5,33,38,27,6,2,4,22,114,15,regular season
1202,1202,1202,1202,1202,Sacramento Kings,Los Angeles Lakers,L,01/09/2018,240,30,87,0.345,8,21,0.381,18,27,0.667,10,33,43,15,15,4,16,19,86,-13,regular season
1203,1203,1203,1203,1203,Los Angeles Lakers,Sacramento Kings,W,01/09/2018,240,37,77,0.481,12,35,0.343,13,21,0.619,9,46,55,30,12,4,25,23,99,13,regular season
1204,1204,1204,1204,1204,Dallas Mavericks,Charlotte Hornets,W,01/10/2018,240,39,83,0.47,15,36,0.417,22,28,0.7859999999999999,3,36,39,23,7,7,8,22,115,4,regular season
1205,1205,1205,1205,1205,Charlotte Hornets,Dallas Mavericks,L,01/10/2018,240,43,84,0.512,10,26,0.385,15,30,0.5,4,39,43,16,6,5,11,22,111,-4,regular season
1206,1206,1206,1206,1206,Miami Heat,Indiana Pacers,W,01/10/2018,240,43,81,0.531,13,30,0.433,15,21,0.7140000000000001,6,31,37,25,6,6,15,25,114,8,regular season
1207,1207,1207,1207,1207,Indiana Pacers,Miami Heat,L,01/10/2018,240,43,87,0.494,1,18,0.056,19,29,0.655,12,33,45,13,7,3,14,23,106,-8,regular season
1208,1208,1208,1208,1208,Utah Jazz,Washington Wizards,W,01/10/2018,240,43,92,0.467,11,33,0.333,10,13,0.769,11,28,39,23,15,3,12,17,107,3,regular season
1209,1209,1209,1209,1209,Washington Wizards,Utah Jazz,L,01/10/2018,240,41,78,0.526,10,25,0.4,12,17,0.706,9,36,45,25,8,1,23,17,104,-3,regular season
1210,1210,1210,1210,1210,Detroit Pistons,Brooklyn Nets,W,01/10/2018,240,48,93,0.516,10,21,0.476,8,12,0.667,11,43,54,24,10,4,13,14,114,34,regular season
1211,1211,1211,1211,1211,Brooklyn Nets,Detroit Pistons,L,01/10/2018,240,27,74,0.365,12,37,0.324,14,15,0.933,2,33,35,19,11,2,17,11,80,-34,regular season
1212,1212,1212,1212,1212,Chicago Bulls,New York Knicks,W,01/10/2018,290,45,98,0.459,15,33,0.455,17,20,0.85,10,38,48,21,10,5,16,19,122,3,regular season
1213,1213,1213,1213,1213,New York Knicks,Chicago Bulls,L,01/10/2018,290,48,96,0.5,10,22,0.455,13,21,0.619,11,40,51,24,5,9,18,20,119,-3,regular season
1214,1214,1214,1214,1214,Portland Trail Blazers,Houston Rockets,L,01/10/2018,240,40,83,0.482,9,26,0.34600000000000003,23,32,0.7190000000000001,6,34,40,21,5,6,12,26,112,-9,regular season
1215,1215,1215,1215,1215,Houston Rockets,Portland Trail Blazers,W,01/10/2018,240,45,100,0.45,12,38,0.316,19,25,0.76,17,32,49,25,7,5,13,30,121,9,regular season
1216,1216,1216,1216,1216,New Orleans Pelicans,Memphis Grizzlies,L,01/10/2018,240,34,77,0.442,11,35,0.314,23,34,0.6759999999999999,9,31,40,20,5,7,12,26,102,-3,regular season
1217,1217,1217,1217,1217,Memphis Grizzlies,New Orleans Pelicans,W,01/10/2018,240,37,88,0.42,5,19,0.263,26,32,0.813,14,36,50,21,7,5,9,26,105,3,regular season
1218,1218,1218,1218,1218,Orlando Magic,Milwaukee Bucks,L,01/10/2018,240,39,90,0.433,8,29,0.276,17,18,0.944,8,26,34,26,6,4,8,21,103,-7,regular season
1219,1219,1219,1219,1219,Milwaukee Bucks,Orlando Magic,W,01/10/2018,240,45,82,0.5489999999999999,4,19,0.211,16,25,0.64,11,36,47,20,4,9,14,21,110,7,regular season
1220,1220,1220,1220,1220,Oklahoma City Thunder,Minnesota Timberwolves,L,01/10/2018,240,32,80,0.4,6,25,0.24,18,24,0.75,10,31,41,13,9,2,18,22,88,-16,regular season
1221,1221,1221,1221,1221,Minnesota Timberwolves,Oklahoma City Thunder,W,01/10/2018,240,39,80,0.488,7,20,0.35,19,27,0.7040000000000001,11,34,45,22,11,5,14,22,104,16,regular season
1222,1222,1222,1222,1222,Atlanta Hawks,Denver Nuggets,W,01/10/2018,240,40,80,0.5,12,27,0.444,18,18,1.0,6,38,44,25,6,4,16,23,110,13,regular season
1223,1223,1223,1223,1223,Denver Nuggets,Atlanta Hawks,L,01/10/2018,240,38,95,0.4,9,37,0.243,12,20,0.6,14,26,40,27,13,6,12,18,97,-13,regular season
1224,1224,1224,1224,1224,Los Angeles Clippers,Golden State Warriors,W,01/10/2018,240,46,94,0.489,11,24,0.458,22,28,0.7859999999999999,11,35,46,24,9,3,14,19,125,19,regular season
1225,1225,1225,1225,1225,Golden State Warriors,Los Angeles Clippers,L,01/10/2018,240,38,79,0.481,8,23,0.348,22,26,0.846,4,29,33,26,9,6,16,21,106,-19,regular season
1226,1226,1226,1226,1226,Boston Celtics,Philadelphia 76ers,W,01/11/2018,240,43,89,0.483,13,35,0.371,15,19,0.789,11,35,46,24,11,2,18,18,114,11,regular season
1227,1227,1227,1227,1227,Philadelphia 76ers,Boston Celtics,L,01/11/2018,240,38,82,0.463,11,28,0.393,16,18,0.889,3,34,37,20,12,4,19,19,103,-11,regular season
1228,1228,1228,1228,1228,Cleveland Cavaliers,Toronto Raptors,L,01/11/2018,240,34,89,0.382,6,26,0.231,25,30,0.833,9,26,35,18,3,4,9,16,99,-34,regular season
1229,1229,1229,1229,1229,Toronto Raptors,Cleveland Cavaliers,W,01/11/2018,240,53,106,0.5,18,42,0.429,9,13,0.6920000000000001,18,45,63,31,3,7,9,25,133,34,regular season
1230,1230,1230,1230,1230,Los Angeles Clippers,Sacramento Kings,W,01/11/2018,240,43,84,0.512,13,31,0.419,22,30,0.733,8,31,39,28,9,5,17,19,121,6,regular season
1231,1231,1231,1231,1231,Sacramento Kings,Los Angeles Clippers,L,01/11/2018,240,42,85,0.494,8,26,0.308,23,28,0.821,10,34,44,23,9,3,15,25,115,-6,regular season
1232,1232,1232,1232,1232,San Antonio Spurs,Los Angeles Lakers,L,01/11/2018,240,31,76,0.408,8,20,0.4,11,15,0.733,7,38,45,21,6,5,20,15,81,-12,regular season
1233,1233,1233,1233,1233,Los Angeles Lakers,San Antonio Spurs,W,01/11/2018,240,36,87,0.414,13,38,0.342,8,14,0.5710000000000001,12,35,47,22,15,4,15,17,93,12,regular season
1234,1234,1234,1234,1234,Utah Jazz,Charlotte Hornets,L,01/12/2018,240,28,77,0.364,12,35,0.343,20,23,0.87,8,37,45,19,5,8,14,26,88,-11,regular season
1235,1235,1235,1235,1235,Charlotte Hornets,Utah Jazz,W,01/12/2018,240,32,78,0.41,9,27,0.333,26,34,0.765,8,38,46,17,8,2,12,19,99,11,regular season
1236,1236,1236,1236,1236,Cleveland Cavaliers,Indiana Pacers,L,01/12/2018,240,37,85,0.435,7,34,0.206,14,19,0.737,9,37,46,19,12,5,11,15,95,-2,regular season
1237,1237,1237,1237,1237,Indiana Pacers,Cleveland Cavaliers,W,01/12/2018,240,39,85,0.459,10,21,0.476,9,12,0.75,6,38,44,16,5,4,14,18,97,2,regular season
1238,1238,1238,1238,1238,Orlando Magic,Washington Wizards,L,01/12/2018,240,41,80,0.513,12,29,0.414,25,31,0.8059999999999999,12,28,40,32,7,3,15,21,119,-6,regular season
1239,1239,1239,1239,1239,Washington Wizards,Orlando Magic,W,01/12/2018,240,54,95,0.568,4,16,0.25,13,19,0.684,14,27,41,26,9,6,11,22,125,6,regular season
1240,1240,1240,1240,1240,Brooklyn Nets,Atlanta Hawks,W,01/12/2018,240,40,87,0.46,13,34,0.382,17,26,0.654,13,30,43,29,8,1,14,24,110,5,regular season
1241,1241,1241,1241,1241,Atlanta Hawks,Brooklyn Nets,L,01/12/2018,240,37,80,0.463,11,28,0.393,20,26,0.769,8,38,46,21,6,3,18,25,105,-5,regular season
1242,1242,1242,1242,1242,Golden State Warriors,Milwaukee Bucks,W,01/12/2018,240,44,79,0.557,5,15,0.333,15,18,0.833,10,33,43,28,7,3,11,13,108,14,regular season
1243,1243,1243,1243,1243,Milwaukee Bucks,Golden State Warriors,L,01/12/2018,240,36,85,0.424,11,28,0.393,11,12,0.917,8,25,33,21,9,6,12,20,94,-14,regular season
1244,1244,1244,1244,1244,New York Knicks,Minnesota Timberwolves,L,01/12/2018,240,45,83,0.542,12,24,0.5,6,9,0.667,9,27,36,25,6,6,16,17,108,-10,regular season
1245,1245,1245,1245,1245,Minnesota Timberwolves,New York Knicks,W,01/12/2018,240,49,95,0.516,10,27,0.37,10,16,0.625,16,27,43,33,12,4,12,12,118,10,regular season
1246,1246,1246,1246,1246,Portland Trail Blazers,New Orleans Pelicans,L,01/12/2018,240,45,101,0.446,12,42,0.28600000000000003,11,14,0.7859999999999999,14,25,39,24,13,6,11,22,113,-6,regular season
1247,1247,1247,1247,1247,New Orleans Pelicans,Portland Trail Blazers,W,01/12/2018,240,45,82,0.5489999999999999,7,19,0.368,22,23,0.957,9,34,43,26,7,6,18,16,119,6,regular season
1248,1248,1248,1248,1248,Memphis Grizzlies,Denver Nuggets,L,01/12/2018,240,30,77,0.39,7,24,0.292,11,14,0.7859999999999999,8,28,36,17,8,5,14,28,78,-9,regular season
1249,1249,1249,1249,1249,Denver Nuggets,Memphis Grizzlies,W,01/12/2018,240,27,70,0.386,7,22,0.318,26,32,0.813,12,35,47,15,8,3,14,18,87,9,regular season
1250,1250,1250,1250,1250,Houston Rockets,Phoenix Suns,W,01/12/2018,240,39,94,0.415,15,47,0.319,19,22,0.8640000000000001,14,39,53,18,11,4,11,14,112,17,regular season
1251,1251,1251,1251,1251,Phoenix Suns,Houston Rockets,L,01/12/2018,240,37,80,0.463,14,33,0.424,7,9,0.778,4,34,38,27,5,3,19,19,95,-17,regular season
1252,1252,1252,1252,1252,Los Angeles Lakers,Dallas Mavericks,W,01/13/2018,265,43,95,0.453,8,26,0.308,13,18,0.722,11,48,59,24,4,0,14,31,107,6,regular season
1253,1253,1253,1253,1253,Dallas Mavericks,Los Angeles Lakers,L,01/13/2018,265,34,90,0.378,11,43,0.256,22,28,0.7859999999999999,4,35,39,20,5,1,8,17,101,-6,regular season
1254,1254,1254,1254,1254,Sacramento Kings,Los Angeles Clippers,L,01/13/2018,240,43,85,0.506,6,17,0.353,13,22,0.591,10,27,37,26,12,4,16,24,105,-21,regular season
1255,1255,1255,1255,1255,Los Angeles Clippers,Sacramento Kings,W,01/13/2018,240,46,82,0.561,12,31,0.387,22,26,0.846,5,34,39,29,11,5,15,22,126,21,regular season
1256,1256,1256,1256,1256,Oklahoma City Thunder,Charlotte Hornets,W,01/13/2018,240,39,97,0.402,8,26,0.308,15,20,0.75,19,38,57,17,8,9,9,22,101,10,regular season
1257,1257,1257,1257,1257,Charlotte Hornets,Oklahoma City Thunder,L,01/13/2018,240,33,83,0.398,9,28,0.321,16,23,0.696,9,41,50,16,3,7,14,15,91,-10,regular season
1258,1258,1258,1258,1258,Brooklyn Nets,Washington Wizards,L,01/13/2018,265,42,99,0.424,12,43,0.279,17,20,0.85,13,34,47,28,6,3,15,22,113,-6,regular season
1259,1259,1259,1259,1259,Washington Wizards,Brooklyn Nets,W,01/13/2018,265,46,93,0.495,10,23,0.435,17,23,0.7390000000000001,6,41,47,31,10,3,15,19,119,6,regular season
1260,1260,1260,1260,1260,Golden State Warriors,Toronto Raptors,W,01/13/2018,240,47,81,0.58,9,24,0.375,24,28,0.857,3,27,30,28,4,3,6,20,127,2,regular season
1261,1261,1261,1261,1261,Toronto Raptors,Golden State Warriors,L,01/13/2018,240,45,93,0.484,8,25,0.32,27,32,0.8440000000000001,14,30,44,22,3,2,10,23,125,-2,regular season
1262,1262,1262,1262,1262,Detroit Pistons,Chicago Bulls,L,01/13/2018,240,41,92,0.446,12,29,0.414,11,14,0.7859999999999999,13,32,45,28,8,7,12,11,105,-2,regular season
1263,1263,1263,1263,1263,Chicago Bulls,Detroit Pistons,W,01/13/2018,240,42,87,0.483,17,36,0.472,6,9,0.667,6,34,40,27,10,8,14,11,107,2,regular season
1264,1264,1264,1264,1264,Denver Nuggets,San Antonio Spurs,L,01/13/2018,240,29,83,0.349,7,28,0.25,15,17,0.882,11,30,41,18,9,4,15,16,80,-32,regular season
1265,1265,1265,1265,1265,San Antonio Spurs,Denver Nuggets,W,01/13/2018,240,41,79,0.519,14,27,0.519,16,18,0.889,6,37,43,23,9,3,15,17,112,32,regular season
1266,1266,1266,1266,1266,Milwaukee Bucks,Miami Heat,L,01/14/2018,240,25,79,0.316,4,28,0.14300000000000002,25,27,0.926,8,32,40,9,8,1,15,23,79,-18,regular season
1267,1267,1267,1267,1267,Miami Heat,Milwaukee Bucks,W,01/14/2018,240,35,76,0.461,11,29,0.379,16,20,0.8,3,46,49,23,8,8,13,18,97,18,regular season
1268,1268,1268,1268,1268,New Orleans Pelicans,New York Knicks,W,01/14/2018,265,45,95,0.474,9,32,0.281,24,34,0.706,12,34,46,19,17,7,19,17,123,5,regular season
1269,1269,1269,1269,1269,New York Knicks,New Orleans Pelicans,L,01/14/2018,265,46,97,0.474,12,34,0.353,14,18,0.778,10,34,44,28,12,7,22,27,118,-5,regular season
