,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
23,Charlotte Hornets,,Treveon Graham,Detroit Pistons,L,10/18/2017,17:02,2,4,.500,1,2,.500,0,0,,0,2,2,3,0,0,0,1,5,+8
24,Charlotte Hornets,,Julyan Stone,Detroit Pistons,L,10/18/2017,12:34,2,3,.667,2,3,.667,0,0,,0,3,3,1,2,0,1,3,6,-1
25,Detroit Pistons,,Langston Galloway,Charlotte Hornets,W,10/18/2017,24:41,6,11,.545,3,6,.500,1,1,1.000,0,4,4,0,3,0,1,0,16,+2
26,Detroit Pistons,,Ish Smith,Charlotte Hornets,W,10/18/2017,20:50,2,9,.222,0,1,.000,0,0,,0,1,1,6,1,0,3,4,4,+2
27,Detroit Pistons,,Jon Leuer,Charlotte Hornets,W,10/18/2017,19:21,2,6,.333,0,1,.000,0,1,.000,0,3,3,0,0,1,1,0,4,+6
28,Detroit Pistons,,Henry Ellenson,Charlotte Hornets,W,10/18/2017,16:13,5,10,.500,2,4,.500,1,1,1.000,0,4,4,1,1,0,0,2,13,+4
29,Detroit Pistons,,Eric Moreland,Charlotte Hornets,W,10/18/2017,11:42,0,0,,0,0,,0,0,,0,1,1,0,3,0,0,2,0,+2
30,Brooklyn Nets,,Trevor Booker,Indiana Pacers,L,10/18/2017,27:54,7,10,.700,0,1,.000,6,7,.857,6,4,10,0,0,0,2,2,20,+1
31,Brooklyn Nets,,Caris LeVert,Indiana Pacers,L,10/18/2017,27:45,5,15,.333,1,4,.250,1,1,1.000,0,2,2,4,2,1,1,3,12,-2
32,Brooklyn Nets,,Allen Crabbe,Indiana Pacers,L,10/18/2017,26:47,3,5,.600,2,3,.667,4,5,.800,0,7,7,1,2,1,2,2,12,+4
33,Brooklyn Nets,,Spencer Dinwiddie,Indiana Pacers,L,10/18/2017,16:32,1,5,.200,0,1,.000,0,0,,1,2,3,4,0,0,2,2,2,-6
34,Brooklyn Nets,,Quincy Acy,Indiana Pacers,L,10/18/2017,15:54,3,5,.600,3,5,.600,0,0,,0,2,2,0,0,0,3,3,9,0
35,Indiana Pacers,,Cory Joseph,Brooklyn Nets,W,10/18/2017,24:40,4,10,.400,1,2,.500,2,2,1.000,1,2,3,4,2,1,1,1,11,+7
36,Indiana Pacers,,Lance Stephenson,Brooklyn Nets,W,10/18/2017,24:11,6,19,.316,2,9,.222,2,5,.400,0,1,1,3,1,1,1,3,16,-2
37,Indiana Pacers,,Domantas Sabonis,Brooklyn Nets,W,10/18/2017,19:13,7,7,1.000,0,0,,2,3,.667,4,3,7,1,0,0,1,3,16,-4
38,Indiana Pacers,,Damien Wilkins,Brooklyn Nets,W,10/18/2017,11:01,1,3,.333,0,2,.000,0,0,,0,1,1,0,1,0,0,1,2,0
39,Indiana Pacers,,T.J. Leaf,Brooklyn Nets,W,10/18/2017,9:30,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,1,0,3,0,-3
40,Miami Heat,,Justise Winslow,Orlando Magic,L,10/18/2017,23:16,4,8,.500,1,1,1.000,1,2,.500,1,3,4,2,1,0,1,2,10,-13
41,Miami Heat,,Tyler Johnson,Orlando Magic,L,10/18/2017,21:18,3,9,.333,1,3,.333,0,0,,0,2,2,1,0,0,1,2,7,+1
42,Miami Heat,,James Johnson,Orlando Magic,L,10/18/2017,18:42,5,9,.556,0,2,.000,1,4,.250,2,2,4,8,1,1,4,5,11,+6
43,Miami Heat,,Wayne Ellington,Orlando Magic,L,10/18/2017,9:57,1,5,.200,0,4,.000,1,1,1.000,0,0,0,0,1,0,1,0,3,-5
44,Miami Heat,,Bam Adebayo,Orlando Magic,L,10/18/2017,5:42,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,+3
45,Orlando Magic,,Jonathon Simmons,Miami Heat,W,10/18/2017,27:32,5,10,.500,0,1,.000,2,2,1.000,1,1,2,0,0,0,1,4,12,-10
46,Orlando Magic,,Jonathan Isaac,Miami Heat,W,10/18/2017,16:57,2,3,.667,0,1,.000,0,0,,3,5,8,0,0,2,0,3,4,-1
47,Orlando Magic,,D.J. Augustin,Miami Heat,W,10/18/2017,16:17,2,4,.500,0,1,.000,3,5,.600,1,3,4,2,0,0,2,1,7,-2
48,Orlando Magic,,Bismack Biyombo,Miami Heat,W,10/18/2017,16:04,4,8,.500,0,0,,1,2,.500,2,3,5,0,0,2,3,3,9,-2
49,Philadelphia 76ers,,Dario Šarić,Washington Wizards,L,10/18/2017,22:42,1,5,.200,0,2,.000,1,1,1.000,1,2,3,2,0,1,0,3,3,-9
50,Philadelphia 76ers,,Timothé Luwawu-Cabarrot,Washington Wizards,L,10/18/2017,18:21,2,6,.333,1,3,.333,0,0,,1,1,2,2,1,0,0,2,5,-19
51,Philadelphia 76ers,,Markelle Fultz,Washington Wizards,L,10/18/2017,17:54,5,9,.556,0,0,,0,2,.000,2,1,3,1,0,1,2,0,10,-18
52,Philadelphia 76ers,,Amir Johnson,Washington Wizards,L,10/18/2017,15:08,2,7,.286,0,0,,1,2,.500,1,4,5,1,0,0,1,6,5,-7
53,Philadelphia 76ers,,T.J. McConnell,Washington Wizards,L,10/18/2017,14:55,1,2,.500,0,0,,0,0,,0,0,0,3,0,0,0,0,2,-14
54,Washington Wizards,,Kelly Oubre,Philadelphia 76ers,W,10/18/2017,32:29,5,10,.500,3,6,.500,1,3,.333,2,6,8,2,2,2,0,2,14,-4
55,Washington Wizards,,Jodie Meeks,Philadelphia 76ers,W,10/18/2017,19:03,3,8,.375,1,2,.500,7,7,1.000,0,1,1,0,0,0,0,0,14,-4
56,Washington Wizards,,Mike Scott,Philadelphia 76ers,W,10/18/2017,14:50,3,6,.500,1,3,.333,0,0,,0,2,2,0,0,0,1,0,7,-9
57,Washington Wizards,,Ian Mahinmi,Philadelphia 76ers,W,10/18/2017,13:34,3,3,1.000,0,0,,0,0,,2,2,4,1,0,1,1,4,6,-11
58,Washington Wizards,,Tim Frazier,Philadelphia 76ers,W,10/18/2017,12:38,0,1,.000,0,0,,0,0,,0,0,0,5,0,0,2,3,0,-12
59,Milwaukee Bucks,,Matthew Dellavedova,Boston Celtics,W,10/18/2017,26:29,4,10,.400,2,4,.500,5,5,1.000,0,1,1,1,0,0,1,2,15,+8
60,Milwaukee Bucks,,John Henson,Boston Celtics,W,10/18/2017,17:13,2,2,1.000,0,0,,1,2,.500,0,6,6,2,0,4,1,2,5,+7
61,Milwaukee Bucks,,Greg Monroe,Boston Celtics,W,10/18/2017,16:49,4,5,.800,0,0,,2,4,.500,1,5,6,1,0,0,0,3,10,+10
62,Milwaukee Bucks,,Mirza Teletović,Boston Celtics,W,10/18/2017,11:03,0,2,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,0,0,0
63,Milwaukee Bucks,,Rashad Vaughn,Boston Celtics,W,10/18/2017,3:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
64,Boston Celtics,,Terry Rozier,Milwaukee Bucks,L,10/18/2017,26:48,6,12,.500,3,5,.600,0,0,,0,7,7,6,2,0,0,4,15,-11
65,Boston Celtics,,Aron Baynes,Milwaukee Bucks,L,10/18/2017,15:58,2,3,.667,0,0,,0,0,,1,1,2,0,0,0,0,4,4,-7
66,Boston Celtics,,Semi Ojeleye,Milwaukee Bucks,L,10/18/2017,11:39,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,0
67,Boston Celtics,,Abdel Nader,Milwaukee Bucks,L,10/18/2017,11:26,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,4,-4
68,Boston Celtics,,Daniel Theis,Milwaukee Bucks,L,10/18/2017,4:45,2,3,.667,0,0,,2,2,1.000,2,0,2,0,0,0,1,1,6,+2
69,New Orleans Pelicans,,Ian Clark,Memphis Grizzlies,L,10/18/2017,21:05,1,3,.333,1,3,.333,0,0,,0,3,3,2,1,0,1,3,3,-13
70,New Orleans Pelicans,,Darius Miller,Memphis Grizzlies,L,10/18/2017,17:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,4,0,-12
71,New Orleans Pelicans,,Jordan Crawford,Memphis Grizzlies,L,10/18/2017,12:40,2,4,.500,1,2,.500,0,0,,1,0,1,3,0,0,2,4,5,-10
72,New Orleans Pelicans,,Tony Allen,Memphis Grizzlies,L,10/18/2017,10:53,0,1,.000,0,0,,0,0,,0,2,2,0,0,2,1,2,0,-4
73,New Orleans Pelicans,,Cheick Diallo,Memphis Grizzlies,L,10/18/2017,0:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
74,Memphis Grizzlies,,Dillon Brooks,New Orleans Pelicans,W,10/18/2017,29:25,7,13,.538,0,2,.000,5,7,.714,2,3,5,2,4,2,2,2,19,+17
75,Memphis Grizzlies,,Brandan Wright,New Orleans Pelicans,W,10/18/2017,26:45,5,7,.714,0,0,,0,2,.000,3,1,4,0,2,1,0,2,10,+5
76,Memphis Grizzlies,,Mario Chalmers,New Orleans Pelicans,W,10/18/2017,25:34,1,9,.111,0,4,.000,3,5,.600,0,2,2,4,0,0,0,3,5,+11
77,Memphis Grizzlies,,Tyreke Evans,New Orleans Pelicans,W,10/18/2017,20:04,4,12,.333,1,4,.250,2,2,1.000,1,4,5,2,0,0,1,3,11,+8
78,Memphis Grizzlies,,Jarell Martin,New Orleans Pelicans,W,10/18/2017,19:16,1,6,.167,0,3,.000,0,0,,3,2,5,0,0,1,4,5,2,+4
79,Memphis Grizzlies,,Chandler Parsons,New Orleans Pelicans,W,10/18/2017,15:16,2,2,1.000,1,1,1.000,1,5,.200,2,2,4,0,1,0,0,2,6,+6
80,Atlanta Hawks,,Marco Belinelli,Dallas Mavericks,W,10/18/2017,25:42,7,14,.500,4,6,.667,2,2,1.000,0,3,3,3,3,0,1,0,20,+14
81,Atlanta Hawks,,John Collins,Dallas Mavericks,W,10/18/2017,22:24,6,10,.600,0,0,,2,3,.667,3,2,5,1,2,0,1,1,14,+8
82,Atlanta Hawks,,DeAndre' Bembry,Dallas Mavericks,W,10/18/2017,17:45,3,6,.500,0,1,.000,0,0,,1,5,6,1,2,1,2,0,6,+13
83,Atlanta Hawks,,Mike Muscala,Dallas Mavericks,W,10/18/2017,13:32,2,3,.667,0,1,.000,0,0,,1,3,4,2,0,0,0,2,4,-5
84,Atlanta Hawks,,Malcolm Delaney,Dallas Mavericks,W,10/18/2017,11:19,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,1,5,-1
85,Atlanta Hawks,,Luke Babbitt,Dallas Mavericks,W,10/18/2017,8:55,2,3,.667,1,2,.500,0,0,,1,0,1,0,0,0,0,0,5,+17
86,Atlanta Hawks,,Josh Magette,Dallas Mavericks,W,10/18/2017,4:14,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,2,3,+9
87,Dallas Mavericks,,Nerlens Noel,Atlanta Hawks,L,10/18/2017,19:34,6,6,1.000,0,0,,4,4,1.000,2,9,11,0,1,3,0,2,16,+9
88,Dallas Mavericks,,J.J. Barea,Atlanta Hawks,L,10/18/2017,18:06,4,7,.571,3,5,.600,2,2,1.000,0,3,3,5,0,0,0,1,13,-9
89,Dallas Mavericks,,Devin Harris,Atlanta Hawks,L,10/18/2017,16:24,4,9,.444,1,5,.200,1,1,1.000,0,0,0,2,0,0,2,1,10,+3
90,Dallas Mavericks,,Dwight Powell,Atlanta Hawks,L,10/18/2017,13:54,2,3,.667,2,3,.667,0,0,,0,0,0,0,1,1,1,2,6,-4
91,Dallas Mavericks,,Dorian Finney-Smith,Atlanta Hawks,L,10/18/2017,10:53,1,3,.333,0,2,.000,0,0,,1,2,3,0,0,0,2,2,2,-5
92,Denver Nuggets,,Will Barton,Utah Jazz,L,10/18/2017,31:20,8,14,.571,3,4,.750,4,4,1.000,1,5,6,2,1,1,3,2,23,-10
93,Denver Nuggets,,Emmanuel Mudiay,Utah Jazz,L,10/18/2017,18:34,3,8,.375,2,2,1.000,0,0,,0,1,1,2,0,0,0,1,8,-12
94,Denver Nuggets,,Mason Plumlee,Utah Jazz,L,10/18/2017,15:54,3,5,.600,0,0,,0,0,,1,1,2,2,0,1,1,5,6,-14
95,Denver Nuggets,,Kenneth Faried,Utah Jazz,L,10/18/2017,6:09,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,0,2,+2
96,Denver Nuggets,,Juan Hernangómez,Utah Jazz,L,10/18/2017,5:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
97,Denver Nuggets,,Trey Lyles,Utah Jazz,L,10/18/2017,1:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+6
98,Denver Nuggets,,Malik Beasley,Utah Jazz,L,10/18/2017,1:31,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,+6
99,Utah Jazz,,Thabo Sefolosha,Denver Nuggets,W,10/18/2017,20:30,3,7,.429,0,2,.000,1,1,1.000,0,2,2,2,2,0,0,0,7,+25
100,Utah Jazz,,Joe Johnson,Denver Nuggets,W,10/18/2017,19:33,5,10,.500,1,4,.250,2,2,1.000,2,2,4,1,1,0,1,3,13,+6
101,Utah Jazz,,Rodney Hood,Denver Nuggets,W,10/18/2017,17:40,2,4,.500,2,3,.667,0,0,,0,2,2,0,0,0,0,1,6,-13
102,Utah Jazz,,Alec Burks,Denver Nuggets,W,10/18/2017,15:22,7,10,.700,2,2,1.000,0,0,,0,1,1,0,1,0,0,1,16,+16
103,Utah Jazz,,Ekpe Udoh,Denver Nuggets,W,10/18/2017,12:59,0,1,.000,0,0,,2,2,1.000,1,1,2,0,0,3,1,0,2,+24
104,Minnesota Timberwolves,,Jamal Crawford,San Antonio Spurs,L,10/18/2017,24:05,3,5,.600,0,1,.000,4,4,1.000,1,2,3,5,0,1,2,1,10,+5
105,Minnesota Timberwolves,,Tyus Jones,San Antonio Spurs,L,10/18/2017,23:06,1,3,.333,0,0,,1,1,1.000,0,2,2,1,1,0,0,1,3,+9
106,Minnesota Timberwolves,,Shabazz Muhammad,San Antonio Spurs,L,10/18/2017,14:09,1,6,.167,0,1,.000,0,0,,1,1,2,0,0,1,0,2,2,+11
107,Minnesota Timberwolves,,Gorgui Dieng,San Antonio Spurs,L,10/18/2017,13:30,1,5,.200,0,1,.000,0,0,,3,1,4,2,1,0,2,1,2,-8
108,Minnesota Timberwolves,,Nemanja Bjelica,San Antonio Spurs,L,10/18/2017,12:46,3,8,.375,1,2,.500,2,2,1.000,1,2,3,1,0,0,0,0,9,+15
109,San Antonio Spurs,,Rudy Gay,Minnesota Timberwolves,W,10/18/2017,23:42,5,9,.556,0,1,.000,4,4,1.000,1,4,5,2,1,0,0,3,14,+3
110,San Antonio Spurs,,Patty Mills,Minnesota Timberwolves,W,10/18/2017,22:26,1,4,.250,1,2,.500,0,0,,0,2,2,2,2,1,1,3,3,+6
111,San Antonio Spurs,,Manu Ginóbili,Minnesota Timberwolves,W,10/18/2017,20:48,2,7,.286,1,4,.250,4,4,1.000,0,3,3,4,1,1,1,2,9,+6
112,San Antonio Spurs,,Joffrey Lauvergne,Minnesota Timberwolves,W,10/18/2017,12:54,2,6,.333,0,0,,0,0,,2,1,3,1,0,0,1,0,4,0
113,San Antonio Spurs,,Dāvis Bertāns,Minnesota Timberwolves,W,10/18/2017,4:16,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-6
114,San Antonio Spurs,,Derrick White,Minnesota Timberwolves,W,10/18/2017,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
115,San Antonio Spurs,,Brandon Paul,Minnesota Timberwolves,W,10/18/2017,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
116,San Antonio Spurs,,Bryn Forbes,Minnesota Timberwolves,W,10/18/2017,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
117,Portland Trail Blazers,,Pat Connaughton,Phoenix Suns,W,10/18/2017,32:04,9,14,.643,4,7,.571,2,2,1.000,0,2,2,2,0,0,1,2,24,+34
118,Portland Trail Blazers,,Shabazz Napier,Phoenix Suns,W,10/18/2017,22:42,4,6,.667,2,2,1.000,0,0,,0,3,3,3,2,0,1,2,10,+17
119,Portland Trail Blazers,,Caleb Swanigan,Phoenix Suns,W,10/18/2017,17:30,3,7,.429,1,1,1.000,1,1,1.000,1,3,4,3,1,0,2,2,8,+6
120,Portland Trail Blazers,,Ed Davis,Phoenix Suns,W,10/18/2017,13:53,4,7,.571,0,0,,2,2,1.000,3,4,7,0,0,1,1,1,10,+26
121,Portland Trail Blazers,,Jake Layman,Phoenix Suns,W,10/18/2017,12:00,1,4,.250,1,2,.500,0,0,,0,0,0,1,2,0,0,2,3,+5
122,Portland Trail Blazers,,Meyers Leonard,Phoenix Suns,W,10/18/2017,10:36,2,4,.500,0,1,.000,2,4,.500,1,3,4,0,0,0,1,1,6,-1
123,Phoenix Suns,,Troy Daniels,Portland Trail Blazers,L,10/18/2017,21:17,2,4,.500,2,4,.500,0,0,,0,1,1,0,1,0,1,2,6,-32
124,Phoenix Suns,,Dragan Bender,Portland Trail Blazers,L,10/18/2017,20:49,0,5,.000,0,3,.000,2,2,1.000,1,6,7,0,1,1,2,1,2,-10
125,Phoenix Suns,,Tyler Ulis,Portland Trail Blazers,L,10/18/2017,14:40,0,3,.000,0,1,.000,1,2,.500,0,0,0,2,1,0,2,2,1,-16
126,Phoenix Suns,,Marquese Chriss,Portland Trail Blazers,L,10/18/2017,12:05,1,5,.200,0,1,.000,0,0,,1,0,1,0,0,1,2,5,2,-17
127,Phoenix Suns,,Mike James,Portland Trail Blazers,L,10/18/2017,10:36,5,10,.500,2,3,.667,0,0,,1,1,2,1,1,0,1,1,12,+1
128,Phoenix Suns,,Alec Peters,Portland Trail Blazers,L,10/18/2017,10:36,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,1,0,0,3,+1
129,Phoenix Suns,,Derrick Jones,Portland Trail Blazers,L,10/18/2017,10:36,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,1,0,1,0,+1
130,Houston Rockets,,P.J. Tucker,Sacramento Kings,W,10/18/2017,29:06,2,3,.667,2,3,.667,0,0,,2,0,2,1,0,1,3,4,6,-1
131,Houston Rockets,,Luc Mbah a Moute,Sacramento Kings,W,10/18/2017,24:01,1,4,.250,0,2,.000,2,2,1.000,0,4,4,0,0,0,1,0,4,0
132,Houston Rockets,,Nenê Hilário,Sacramento Kings,W,10/18/2017,17:37,3,5,.600,0,0,,3,3,1.000,1,3,4,1,1,0,1,2,9,-1
133,Houston Rockets,,Demetrius Jackson,Sacramento Kings,W,10/18/2017,10:14,0,2,.000,0,1,.000,0,0,,0,3,3,2,1,1,2,1,0,+4
134,Sacramento Kings,,Garrett Temple,Houston Rockets,L,10/18/2017,29:54,1,7,.143,1,6,.167,2,2,1.000,0,1,1,3,4,0,0,2,5,+1
135,Sacramento Kings,,De'Aaron Fox,Houston Rockets,L,10/18/2017,23:36,7,15,.467,0,2,.000,0,0,,2,2,4,5,0,0,3,2,14,-7
136,Sacramento Kings,,Kosta Koufos,Houston Rockets,L,10/18/2017,17:33,1,4,.250,0,0,,0,0,,0,6,6,0,0,1,1,3,2,-5
137,Sacramento Kings,,Vince Carter,Houston Rockets,L,10/18/2017,14:11,2,3,.667,2,3,.667,0,0,,0,1,1,2,0,0,1,1,6,-6
138,Sacramento Kings,,Malachi Richardson,Houston Rockets,L,10/18/2017,5:32,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-3
139,Chicago Bulls,,Denzel Valentine,Toronto Raptors,L,10/19/2017,25:31,4,10,.400,4,7,.571,0,0,,0,2,2,0,0,0,1,4,12,-19
140,Chicago Bulls,,Cristiano Felício,Toronto Raptors,L,10/19/2017,16:16,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,3,4,4,-20
141,Chicago Bulls,,Kay Felder,Toronto Raptors,L,10/19/2017,15:31,2,9,.222,0,1,.000,2,2,1.000,0,2,2,6,0,0,4,1,6,+3
142,Chicago Bulls,,David Nwaba,Toronto Raptors,L,10/19/2017,12:53,1,1,1.000,0,0,,2,3,.667,0,4,4,1,0,0,0,0,4,-15
143,Chicago Bulls,,Quincy Pondexter,Toronto Raptors,L,10/19/2017,11:55,4,6,.667,0,1,.000,0,0,,2,0,2,0,2,0,1,3,8,-5
144,Chicago Bulls,,Ryan Arcidiacono,Toronto Raptors,L,10/19/2017,5:19,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,1,0,-9
145,Chicago Bulls,,Antonio Blakeney,Toronto Raptors,L,10/19/2017,1:14,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+4
146,Toronto Raptors,,Delon Wright,Chicago Bulls,W,10/19/2017,23:22,4,6,.667,0,1,.000,5,5,1.000,1,1,2,5,1,0,0,0,13,+21
147,Toronto Raptors,,C.J. Miles,Chicago Bulls,W,10/19/2017,20:01,7,12,.583,6,9,.667,2,2,1.000,0,5,5,0,0,0,0,4,22,+25
148,Toronto Raptors,,Jakob Poeltl,Chicago Bulls,W,10/19/2017,17:30,1,2,.500,0,0,,0,0,,0,5,5,0,1,0,3,3,2,+19
149,Toronto Raptors,,OG Anunoby,Chicago Bulls,W,10/19/2017,17:14,3,6,.500,1,3,.333,2,2,1.000,2,1,3,2,0,0,0,1,9,+26
150,Toronto Raptors,,Fred VanVleet,Chicago Bulls,W,10/19/2017,12:59,1,5,.200,0,2,.000,0,0,,0,1,1,2,1,1,2,1,2,+12
151,Toronto Raptors,,Pascal Siakam,Chicago Bulls,W,10/19/2017,4:58,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-7
152,Toronto Raptors,,Alfonzo McKinnie,Chicago Bulls,W,10/19/2017,1:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
153,New York Knicks,,Doug McDermott,Oklahoma City Thunder,L,10/19/2017,23:49,2,5,.400,0,1,.000,0,0,,1,2,3,4,0,1,1,0,4,+4
154,New York Knicks,,Ron Baker,Oklahoma City Thunder,L,10/19/2017,22:38,1,3,.333,1,2,.500,3,7,.429,0,2,2,4,3,0,4,1,6,+4
155,New York Knicks,,Kyle O'Quinn,Oklahoma City Thunder,L,10/19/2017,21:46,2,5,.400,0,1,.000,2,2,1.000,3,7,10,2,0,0,2,4,6,-1
156,New York Knicks,,Lance Thomas,Oklahoma City Thunder,L,10/19/2017,15:30,1,4,.250,0,2,.000,0,0,,2,1,3,1,0,0,2,4,2,-23
157,New York Knicks,,Frank Ntilikina,Oklahoma City Thunder,L,10/19/2017,7:32,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,2,0,-2
158,New York Knicks,,Willy Hernangómez,Oklahoma City Thunder,L,10/19/2017,3:46,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,0,1,2,0,3,0
159,New York Knicks,,Damyean Dotson,Oklahoma City Thunder,L,10/19/2017,2:48,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
160,New York Knicks,,Michael Beasley,Oklahoma City Thunder,L,10/19/2017,0:36,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+3
161,Oklahoma City Thunder,,Álex Abrines,New York Knicks,W,10/19/2017,24:15,1,5,.200,1,5,.200,0,0,,0,3,3,0,1,0,2,3,3,+23
162,Oklahoma City Thunder,,Jerami Grant,New York Knicks,W,10/19/2017,20:31,2,6,.333,1,3,.333,0,0,,2,1,3,2,0,0,2,4,5,+13
163,Oklahoma City Thunder,,Raymond Felton,New York Knicks,W,10/19/2017,15:52,1,2,.500,0,0,,0,0,,0,0,0,3,3,0,0,2,2,-12
