,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
19,Golden State Warriors,,Zaza Pachulia,Houston Rockets,L,10/17/2017,10:14,2,2,1.000,0,0,,2,2,1.000,0,3,3,0,0,1,0,1,6,+8
20,Charlotte Hornets,,Kemba Walker,Detroit Pistons,L,10/18/2017,35:26,6,13,.462,1,3,.333,11,13,.846,1,5,6,4,0,0,4,1,24,-11
21,Charlotte Hornets,,Dwight Howard,Detroit Pistons,L,10/18/2017,31:27,5,9,.556,0,0,,0,2,.000,1,14,15,1,1,2,3,2,10,-3
22,Charlotte Hornets,,Jeremy Lamb,Detroit Pistons,L,10/18/2017,28:21,4,10,.400,0,3,.000,7,8,.875,0,4,4,2,1,0,2,2,15,-10
23,Charlotte Hornets,,Marvin Williams,Detroit Pistons,L,10/18/2017,26:39,2,5,.400,2,4,.500,1,2,.500,0,2,2,0,0,0,0,2,7,-10
24,Charlotte Hornets,,Dwayne Bacon,Detroit Pistons,L,10/18/2017,20:27,3,6,.500,2,4,.500,0,0,,0,2,2,2,0,0,2,1,8,-15
25,Detroit Pistons,,Stanley Johnson,Charlotte Hornets,W,10/18/2017,40:20,0,13,.000,0,6,.000,2,2,1.000,1,3,4,1,4,0,0,1,2,+6
26,Detroit Pistons,,Tobias Harris,Charlotte Hornets,W,10/18/2017,34:03,11,18,.611,4,7,.571,1,1,1.000,2,8,10,3,0,0,1,3,27,+10
27,Detroit Pistons,,Reggie Jackson,Charlotte Hornets,W,10/18/2017,27:10,5,10,.500,0,1,.000,3,3,1.000,1,4,5,8,1,0,0,2,13,+10
28,Detroit Pistons,,Avery Bradley,Charlotte Hornets,W,10/18/2017,23:19,7,10,.700,0,0,,1,1,1.000,0,2,2,1,0,0,2,4,15,+10
29,Detroit Pistons,,Andre Drummond,Charlotte Hornets,W,10/18/2017,22:21,3,9,.333,0,0,,2,2,1.000,5,8,13,4,1,2,0,3,8,+8
30,Brooklyn Nets,,D'Angelo Russell,Indiana Pacers,L,10/18/2017,30:28,12,22,.545,4,8,.500,2,2,1.000,1,2,3,5,1,0,2,4,30,-5
31,Brooklyn Nets,,Rondae Hollis-Jefferson,Indiana Pacers,L,10/18/2017,27:34,3,4,.750,0,0,,8,8,1.000,0,4,4,2,1,0,1,3,14,-10
32,Brooklyn Nets,,DeMarre Carroll,Indiana Pacers,L,10/18/2017,27:31,4,12,.333,1,5,.200,1,2,.500,2,7,9,2,1,0,2,2,10,-10
33,Brooklyn Nets,,Jeremy Lin,Indiana Pacers,L,10/18/2017,25:11,5,12,.417,1,2,.500,7,7,1.000,0,0,0,4,0,0,3,3,18,-6
34,Brooklyn Nets,,Timofey Mozgov,Indiana Pacers,L,10/18/2017,14:24,2,4,.500,0,1,.000,0,0,,1,2,3,0,0,0,2,1,4,-11
35,Indiana Pacers,,Myles Turner,Brooklyn Nets,W,10/18/2017,33:57,8,13,.615,1,3,.333,4,4,1.000,3,11,14,2,0,4,1,3,21,+12
36,Indiana Pacers,,Thaddeus Young,Brooklyn Nets,W,10/18/2017,33:20,7,16,.438,1,5,.200,2,2,1.000,5,6,11,3,2,2,2,3,17,+13
37,Indiana Pacers,,Darren Collison,Brooklyn Nets,W,10/18/2017,30:11,9,12,.750,1,3,.333,2,3,.667,1,2,3,11,2,0,2,1,21,+8
38,Indiana Pacers,,Bojan Bogdanović,Brooklyn Nets,W,10/18/2017,29:24,5,9,.556,1,3,.333,3,3,1.000,0,0,0,0,0,0,3,2,14,+3
39,Indiana Pacers,,Victor Oladipo,Brooklyn Nets,W,10/18/2017,24:33,6,12,.500,2,6,.333,8,10,.800,0,5,5,4,4,0,3,5,22,+11
40,Miami Heat,,Dion Waiters,Orlando Magic,L,10/18/2017,38:18,7,17,.412,1,6,.167,0,0,,0,0,0,4,2,1,3,1,15,-6
41,Miami Heat,,Hassan Whiteside,Orlando Magic,L,10/18/2017,36:14,11,17,.647,1,1,1.000,3,3,1.000,5,17,22,1,0,1,1,1,26,-5
42,Miami Heat,,Josh Richardson,Orlando Magic,L,10/18/2017,34:56,4,9,.444,2,7,.286,0,0,,0,2,2,2,0,1,2,3,10,+3
43,Miami Heat,,Goran Dragić,Orlando Magic,L,10/18/2017,30:37,6,19,.316,1,4,.250,4,4,1.000,3,2,5,6,1,0,0,0,17,-9
44,Miami Heat,,Kelly Olynyk,Orlando Magic,L,10/18/2017,21:00,3,7,.429,1,2,.500,3,3,1.000,0,5,5,3,0,0,0,4,10,-10
45,Orlando Magic,,Evan Fournier,Miami Heat,W,10/18/2017,34:25,9,17,.529,3,5,.600,2,2,1.000,0,1,1,3,1,0,1,0,23,+2
46,Orlando Magic,,Aaron Gordon,Miami Heat,W,10/18/2017,34:13,4,13,.308,1,2,.500,5,6,.833,2,7,9,3,0,2,1,4,14,+10
47,Orlando Magic,,Elfrid Payton,Miami Heat,W,10/18/2017,31:43,6,12,.500,1,1,1.000,0,2,.000,0,3,3,9,3,1,4,2,13,+9
48,Orlando Magic,,Nikola Vučević,Miami Heat,W,10/18/2017,31:37,6,12,.500,0,3,.000,7,8,.875,2,10,12,1,2,2,1,1,19,+11
49,Orlando Magic,,Terrence Ross,Miami Heat,W,10/18/2017,31:12,5,11,.455,3,7,.429,2,2,1.000,0,6,6,4,2,0,1,0,15,+18
50,Philadelphia 76ers,,Ben Simmons,Washington Wizards,L,10/18/2017,34:40,7,14,.500,0,0,,4,6,.667,3,7,10,5,2,1,1,3,18,+3
51,Philadelphia 76ers,,J.J. Redick,Washington Wizards,L,10/18/2017,32:23,4,10,.400,4,8,.500,0,0,,0,2,2,4,1,0,2,4,12,+17
52,Philadelphia 76ers,,Robert Covington,Washington Wizards,L,10/18/2017,29:08,9,15,.600,7,11,.636,4,4,1.000,2,5,7,1,1,2,5,4,29,+10
53,Philadelphia 76ers,,Jerryd Bayless,Washington Wizards,L,10/18/2017,27:52,5,10,.500,3,7,.429,0,0,,0,3,3,3,1,0,2,4,13,+11
54,Philadelphia 76ers,,Joel Embiid,Washington Wizards,L,10/18/2017,26:57,7,15,.467,0,4,.000,4,4,1.000,1,12,13,3,0,1,4,2,18,+1
55,Washington Wizards,,John Wall,Philadelphia 76ers,W,10/18/2017,37:09,10,28,.357,0,3,.000,8,9,.889,2,3,5,8,0,2,2,2,28,+19
56,Washington Wizards,,Bradley Beal,Philadelphia 76ers,W,10/18/2017,35:37,6,17,.353,1,4,.250,12,16,.750,2,4,6,4,3,1,2,2,25,+12
57,Washington Wizards,,Marcin Gortat,Philadelphia 76ers,W,10/18/2017,34:26,7,12,.583,0,0,,2,3,.667,5,12,17,1,0,3,1,3,16,+16
58,Washington Wizards,,Otto Porter,Philadelphia 76ers,W,10/18/2017,33:10,5,11,.455,0,3,.000,0,0,,2,6,8,0,3,1,0,3,10,+14
59,Washington Wizards,,Jason Smith,Philadelphia 76ers,W,10/18/2017,7:04,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,+4
60,Milwaukee Bucks,,Khris Middleton,Boston Celtics,W,10/18/2017,43:26,6,17,.353,1,5,.200,2,2,1.000,2,7,9,6,2,0,5,4,15,+10
61,Milwaukee Bucks,,Malcolm Brogdon,Boston Celtics,W,10/18/2017,41:26,6,10,.600,3,5,.600,4,4,1.000,0,1,1,4,0,0,2,2,19,+10
62,Milwaukee Bucks,,Giannis Antetokounmpo,Boston Celtics,W,10/18/2017,36:56,13,22,.591,0,1,.000,11,13,.846,1,12,13,3,3,0,5,4,37,+7
63,Milwaukee Bucks,,Tony Snell,Boston Celtics,W,10/18/2017,29:29,2,4,.500,1,3,.333,0,0,,0,4,4,1,0,0,0,4,5,-4
64,Milwaukee Bucks,,Thon Maker,Boston Celtics,W,10/18/2017,13:45,1,4,.250,0,1,.000,0,0,,2,1,3,0,1,0,1,1,2,-8
65,Boston Celtics,,Kyrie Irving,Milwaukee Bucks,L,10/18/2017,38:56,7,25,.280,2,7,.286,1,2,.500,1,3,4,3,3,0,3,1,17,-2
66,Boston Celtics,,Jayson Tatum,Milwaukee Bucks,L,10/18/2017,36:32,3,7,.429,0,1,.000,2,5,.400,2,7,9,2,1,0,2,3,8,-15
67,Boston Celtics,,Al Horford,Milwaukee Bucks,L,10/18/2017,33:27,6,11,.545,0,2,.000,1,1,1.000,1,5,6,4,3,2,2,3,13,+1
68,Boston Celtics,,Marcus Smart,Milwaukee Bucks,L,10/18/2017,32:20,4,13,.308,3,7,.429,1,6,.167,3,4,7,4,3,0,3,4,12,-4
69,Boston Celtics,,Jaylen Brown,Milwaukee Bucks,L,10/18/2017,28:09,6,11,.545,2,3,.667,4,5,.800,1,4,5,3,0,0,0,6,18,0
70,New Orleans Pelicans,,Anthony Davis,Memphis Grizzlies,L,10/18/2017,40:14,9,23,.391,1,2,.500,14,17,.824,7,11,18,0,0,1,5,5,33,-15
71,New Orleans Pelicans,,Jrue Holiday,Memphis Grizzlies,L,10/18/2017,38:30,2,11,.182,0,3,.000,0,0,,2,4,6,4,1,0,2,5,4,-2
72,New Orleans Pelicans,,DeMarcus Cousins,Memphis Grizzlies,L,10/18/2017,38:24,9,21,.429,3,9,.333,7,8,.875,2,8,10,2,0,7,4,4,28,+6
73,New Orleans Pelicans,,E'Twaun Moore,Memphis Grizzlies,L,10/18/2017,34:23,5,11,.455,0,2,.000,1,1,1.000,1,1,2,4,1,0,2,3,11,0
74,New Orleans Pelicans,,Dante Cunningham,Memphis Grizzlies,L,10/18/2017,25:51,2,4,.500,1,3,.333,2,3,.667,3,6,9,0,1,1,0,1,7,-8
75,Memphis Grizzlies,,Mike Conley,New Orleans Pelicans,W,10/18/2017,32:41,9,15,.600,4,9,.444,5,7,.714,0,5,5,3,2,0,1,3,27,+8
76,Memphis Grizzlies,,Marc Gasol,New Orleans Pelicans,W,10/18/2017,29:22,6,18,.333,2,5,.400,0,0,,3,8,11,4,0,3,2,6,14,+8
77,Memphis Grizzlies,,Andrew Harrison,New Orleans Pelicans,W,10/18/2017,19:09,1,6,.167,0,0,,0,0,,0,2,2,1,0,1,1,2,2,-2
78,Memphis Grizzlies,,James Ennis,New Orleans Pelicans,W,10/18/2017,18:35,2,2,1.000,1,1,1.000,0,0,,1,0,1,2,0,0,0,0,5,-5
79,Memphis Grizzlies,,JaMychal Green,New Orleans Pelicans,W,10/18/2017,3:53,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,1,2,0
80,Atlanta Hawks,,Dennis Schröder,Dallas Mavericks,W,10/18/2017,34:17,13,26,.500,1,3,.333,1,2,.500,0,2,2,7,2,0,2,1,28,-3
81,Atlanta Hawks,,Kent Bazemore,Dallas Mavericks,W,10/18/2017,26:38,3,7,.429,1,1,1.000,0,0,,1,3,4,3,1,0,1,2,7,-5
82,Atlanta Hawks,,Taurean Waller-Prince,Dallas Mavericks,W,10/18/2017,25:51,4,10,.400,0,0,,2,2,1.000,2,8,10,1,0,1,1,2,10,-5
83,Atlanta Hawks,,Dewayne Dedmon,Dallas Mavericks,W,10/18/2017,25:36,3,6,.500,0,0,,3,4,.750,2,5,7,1,0,3,4,2,9,-2
84,Atlanta Hawks,,Ersan İlyasova,Dallas Mavericks,W,10/18/2017,23:47,2,4,.500,0,1,.000,2,2,1.000,3,3,6,0,1,1,0,5,6,-10
85,Dallas Mavericks,,Harrison Barnes,Atlanta Hawks,L,10/18/2017,38:03,3,13,.231,0,6,.000,8,9,.889,1,6,7,3,1,0,2,0,14,+1
86,Dallas Mavericks,,Wesley Matthews,Atlanta Hawks,L,10/18/2017,37:07,5,12,.417,5,9,.556,0,0,,2,6,8,5,1,0,5,4,15,-1
87,Dallas Mavericks,,Yogi Ferrell,Atlanta Hawks,L,10/18/2017,31:36,3,7,.429,3,4,.750,0,0,,0,0,0,2,1,0,0,2,9,-9
88,Dallas Mavericks,,Dennis Smith,Atlanta Hawks,L,10/18/2017,29:54,6,12,.500,1,4,.250,3,4,.750,2,1,3,10,0,0,3,2,16,+3
89,Dallas Mavericks,,Dirk Nowitzki,Atlanta Hawks,L,10/18/2017,24:29,4,14,.286,2,7,.286,0,1,.000,1,5,6,0,0,0,0,3,10,-18
90,Denver Nuggets,,Gary Harris,Utah Jazz,L,10/18/2017,35:46,5,7,.714,3,3,1.000,1,1,1.000,1,4,5,3,1,0,1,2,14,0
91,Denver Nuggets,,Nikola Jokić,Utah Jazz,L,10/18/2017,35:33,3,10,.300,1,4,.250,0,0,,0,12,12,7,0,0,4,1,7,-9
92,Denver Nuggets,,Wilson Chandler,Utah Jazz,L,10/18/2017,34:21,4,11,.364,1,4,.250,0,0,,1,1,2,1,2,1,1,2,9,-23
93,Denver Nuggets,,Paul Millsap,Utah Jazz,L,10/18/2017,33:30,7,15,.467,1,5,.200,4,5,.800,1,5,6,1,0,0,5,3,19,-6
94,Denver Nuggets,,Jamal Murray,Utah Jazz,L,10/18/2017,19:59,2,6,.333,2,5,.400,2,2,1.000,1,1,2,2,0,0,3,2,8,+9
95,Utah Jazz,,Rudy Gobert,Denver Nuggets,W,10/18/2017,35:01,7,9,.778,0,0,,4,4,1.000,3,7,10,1,0,1,6,4,18,-14
96,Utah Jazz,,Joe Ingles,Denver Nuggets,W,10/18/2017,32:38,4,6,.667,3,5,.600,0,0,,0,5,5,6,2,0,0,3,11,-6
97,Utah Jazz,,Ricky Rubio,Denver Nuggets,W,10/18/2017,31:46,3,9,.333,1,5,.200,2,3,.667,0,5,5,10,2,0,3,1,9,-14
98,Utah Jazz,,Derrick Favors,Denver Nuggets,W,10/18/2017,28:27,7,14,.500,0,1,.000,0,0,,0,4,4,4,1,0,1,4,14,+4
99,Utah Jazz,,Donovan Mitchell,Denver Nuggets,W,10/18/2017,26:04,3,11,.273,0,2,.000,4,4,1.000,0,1,1,4,0,1,3,1,10,+22
100,Minnesota Timberwolves,,Jimmy Butler,San Antonio Spurs,L,10/18/2017,35:26,5,12,.417,2,3,.667,0,0,,0,4,4,3,1,0,3,3,12,-19
101,Minnesota Timberwolves,,Karl-Anthony Towns,San Antonio Spurs,L,10/18/2017,34:30,8,15,.533,0,1,.000,2,2,1.000,2,11,13,1,2,1,2,4,18,0
102,Minnesota Timberwolves,,Andrew Wiggins,San Antonio Spurs,L,10/18/2017,30:25,9,14,.643,4,6,.667,4,9,.444,1,4,5,1,0,0,1,0,26,-19
103,Minnesota Timberwolves,,Taj Gibson,San Antonio Spurs,L,10/18/2017,27:09,3,11,.273,0,2,.000,0,0,,2,2,4,3,1,0,2,3,6,-17
104,Minnesota Timberwolves,,Jeff Teague,San Antonio Spurs,L,10/18/2017,24:54,3,6,.500,1,2,.500,4,5,.800,0,2,2,6,1,1,1,1,11,-17
105,San Antonio Spurs,,LaMarcus Aldridge,Minnesota Timberwolves,W,10/18/2017,38:49,9,21,.429,1,2,.500,6,7,.857,5,5,10,4,0,2,3,2,25,+15
106,San Antonio Spurs,,Danny Green,Minnesota Timberwolves,W,10/18/2017,32:42,7,16,.438,3,7,.429,0,0,,0,4,4,2,2,2,2,2,17,+11
107,San Antonio Spurs,,Kyle Anderson,Minnesota Timberwolves,W,10/18/2017,29:41,5,9,.556,1,1,1.000,1,2,.500,0,9,9,1,0,1,0,1,12,+1
108,San Antonio Spurs,,Pau Gasol,Minnesota Timberwolves,W,10/18/2017,28:48,3,8,.375,1,3,.333,0,0,,2,5,7,4,0,3,1,1,7,+6
109,San Antonio Spurs,,Dejounte Murray,Minnesota Timberwolves,W,10/18/2017,25:24,7,8,.875,0,0,,2,2,1.000,2,3,5,2,2,1,2,4,16,+4
110,Portland Trail Blazers,,Damian Lillard,Phoenix Suns,W,10/18/2017,29:39,10,20,.500,4,6,.667,3,3,1.000,3,2,5,5,1,3,0,1,27,+34
111,Portland Trail Blazers,,Al-Farouq Aminu,Phoenix Suns,W,10/18/2017,27:42,2,4,.500,1,2,.500,0,0,,3,9,12,2,0,1,1,1,5,+34
112,Portland Trail Blazers,,Maurice Harkless,Phoenix Suns,W,10/18/2017,25:33,3,9,.333,0,1,.000,2,2,1.000,3,2,5,2,0,1,2,3,8,+22
113,Portland Trail Blazers,,Evan Turner,Phoenix Suns,W,10/18/2017,25:20,4,8,.500,1,1,1.000,3,4,.750,1,3,4,3,1,1,2,2,12,+43
114,Portland Trail Blazers,,Jusuf Nurkić,Phoenix Suns,W,10/18/2017,23:01,2,7,.286,0,1,.000,7,10,.700,0,11,11,1,1,0,5,3,11,+20
115,Phoenix Suns,,Josh Jackson,Portland Trail Blazers,L,10/18/2017,32:01,4,10,.400,1,2,.500,2,4,.500,0,2,2,0,0,0,0,1,11,-23
116,Phoenix Suns,,Eric Bledsoe,Portland Trail Blazers,L,10/18/2017,29:26,5,18,.278,1,6,.167,4,4,1.000,2,2,4,3,2,1,5,2,15,-41
117,Phoenix Suns,,T.J. Warren,Portland Trail Blazers,L,10/18/2017,27:53,3,11,.273,0,1,.000,2,2,1.000,2,2,4,0,0,1,1,1,8,-42
118,Phoenix Suns,,Devin Booker,Portland Trail Blazers,L,10/18/2017,27:04,6,17,.353,0,3,.000,0,0,,2,3,5,2,2,1,0,2,12,-29
119,Phoenix Suns,,Tyson Chandler,Portland Trail Blazers,L,10/18/2017,22:57,1,3,.333,0,0,,2,4,.500,1,2,3,0,1,1,2,4,4,-33
120,Houston Rockets,,James Harden,Sacramento Kings,W,10/18/2017,37:46,8,21,.381,4,14,.286,7,8,.875,2,1,3,9,2,0,2,1,27,+1
121,Houston Rockets,,Eric Gordon,Sacramento Kings,W,10/18/2017,34:49,7,23,.304,4,13,.308,7,8,.875,1,3,4,3,0,0,3,2,25,+14
122,Houston Rockets,,Trevor Ariza,Sacramento Kings,W,10/18/2017,32:26,0,6,.000,0,5,.000,2,2,1.000,0,2,2,2,0,0,0,1,2,-6
123,Houston Rockets,,Clint Capela,Sacramento Kings,W,10/18/2017,28:20,10,12,.833,0,0,,2,2,1.000,5,12,17,1,3,1,2,2,22,+9
124,Houston Rockets,,Ryan Anderson,Sacramento Kings,W,10/18/2017,25:41,2,7,.286,2,7,.286,4,4,1.000,1,4,5,0,0,0,0,1,10,+5
125,Sacramento Kings,,Buddy Hield,Houston Rockets,L,10/18/2017,32:49,8,17,.471,3,7,.429,0,0,,1,4,5,4,1,0,2,5,19,+3
126,Sacramento Kings,,Skal Labissière,Houston Rockets,L,10/18/2017,32:46,5,9,.556,0,0,,2,2,1.000,0,10,10,1,0,0,5,1,12,+2
127,Sacramento Kings,,George Hill,Houston Rockets,L,10/18/2017,32:35,6,11,.545,1,2,.500,3,4,.750,1,2,3,3,0,0,4,3,16,+2
128,Sacramento Kings,,Willie Cauley-Stein,Houston Rockets,L,10/18/2017,31:38,10,15,.667,0,0,,1,2,.500,4,6,10,1,0,3,1,1,21,+1
129,Sacramento Kings,,Justin Jackson,Houston Rockets,L,10/18/2017,19:26,2,5,.400,1,2,.500,0,0,,1,1,2,0,0,0,0,1,5,-13
130,Chicago Bulls,,Justin Holiday,Toronto Raptors,L,10/19/2017,34:53,5,16,.313,4,12,.333,1,1,1.000,0,4,4,2,1,1,1,0,15,+1
131,Chicago Bulls,,Lauri Markkanen,Toronto Raptors,L,10/19/2017,33:27,5,12,.417,2,6,.333,5,6,.833,2,6,8,0,0,1,3,2,17,-2
132,Chicago Bulls,,Robin Lopez,Toronto Raptors,L,10/19/2017,31:44,7,15,.467,0,1,.000,4,4,1.000,4,4,8,2,1,0,1,3,18,+3
133,Chicago Bulls,,Jerian Grant,Toronto Raptors,L,10/19/2017,27:10,3,9,.333,0,1,.000,1,1,1.000,1,1,2,7,2,0,2,1,7,-11
134,Chicago Bulls,,Paul Zipser,Toronto Raptors,L,10/19/2017,24:07,3,6,.500,0,1,.000,1,1,1.000,0,5,5,3,1,0,3,4,7,-15
135,Toronto Raptors,,DeMar DeRozan,Chicago Bulls,W,10/19/2017,32:03,2,9,.222,0,0,,7,8,.875,1,5,6,5,2,1,5,1,11,-3
136,Toronto Raptors,,Kyle Lowry,Chicago Bulls,W,10/19/2017,31:20,4,7,.571,1,3,.333,3,3,1.000,0,4,4,9,1,0,4,1,12,+1
137,Toronto Raptors,,Jonas Valančiūnas,Chicago Bulls,W,10/19/2017,30:30,9,17,.529,0,1,.000,5,6,.833,8,7,15,2,2,0,1,4,23,-2
138,Toronto Raptors,,Norman Powell,Chicago Bulls,W,10/19/2017,24:35,5,11,.455,3,6,.500,2,2,1.000,0,4,4,1,1,0,2,2,15,+1
139,Toronto Raptors,,Serge Ibaka,Chicago Bulls,W,10/19/2017,24:14,3,8,.375,2,4,.500,0,0,,1,3,4,0,0,2,0,2,8,-4
140,New York Knicks,,Kristaps Porziņģis,Oklahoma City Thunder,L,10/19/2017,38:17,11,25,.440,2,6,.333,7,9,.778,3,9,12,1,0,1,2,3,31,-17
141,New York Knicks,,Courtney Lee,Oklahoma City Thunder,L,10/19/2017,31:27,4,9,.444,1,2,.500,0,0,,0,2,2,3,1,0,2,0,9,-22
142,New York Knicks,,Tim Hardaway,Oklahoma City Thunder,L,10/19/2017,28:56,3,10,.300,2,7,.286,0,0,,0,0,0,1,0,0,2,5,8,-6
143,New York Knicks,,Enes Kanter,Oklahoma City Thunder,L,10/19/2017,22:17,5,10,.500,0,1,.000,0,0,,2,5,7,1,3,0,4,1,10,-22
144,New York Knicks,,Ramon Sessions,Oklahoma City Thunder,L,10/19/2017,20:38,1,3,.333,1,2,.500,0,0,,0,2,2,1,1,1,3,3,3,-23
145,Oklahoma City Thunder,,Paul George,New York Knicks,W,10/19/2017,39:06,9,23,.391,6,13,.462,4,4,1.000,0,6,6,1,1,1,1,1,28,+23
146,Oklahoma City Thunder,,Carmelo Anthony,New York Knicks,W,10/19/2017,33:41,8,20,.400,3,10,.300,3,5,.600,0,1,1,1,2,2,2,4,22,+1
147,Oklahoma City Thunder,,Russell Westbrook,New York Knicks,W,10/19/2017,33:18,7,12,.583,0,1,.000,7,10,.700,2,8,10,16,0,1,7,4,21,+29
148,Oklahoma City Thunder,,Steven Adams,New York Knicks,W,10/19/2017,29:36,5,5,1.000,0,0,,2,3,.667,2,3,5,1,5,3,1,3,12,+27
149,Oklahoma City Thunder,,Andre Roberson,New York Knicks,W,10/19/2017,20:58,3,7,.429,0,2,.000,0,0,,3,3,6,2,1,0,0,0,6,+3
150,Los Angeles Clippers,,Blake Griffin,Los Angeles Lakers,W,10/19/2017,33:52,12,23,.522,3,6,.500,2,2,1.000,2,10,12,3,2,0,4,2,29,+20
151,Los Angeles Clippers,,Danilo Gallinari,Los Angeles Lakers,W,10/19/2017,33:03,3,13,.231,2,6,.333,3,4,.750,0,5,5,3,2,1,0,2,11,+19
152,Los Angeles Clippers,,DeAndre Jordan,Los Angeles Lakers,W,10/19/2017,31:40,5,10,.500,0,0,,4,4,1.000,9,15,24,1,1,0,1,3,14,+11
153,Los Angeles Clippers,,Patrick Beverley,Los Angeles Lakers,W,10/19/2017,24:07,4,12,.333,2,5,.400,0,0,,3,0,3,1,2,1,1,3,10,+20
154,Los Angeles Clippers,,Miloš Teodosić,Los Angeles Lakers,W,10/19/2017,21:27,2,9,.222,2,6,.333,0,0,,0,1,1,6,0,1,2,2,6,+12
155,Los Angeles Lakers,,Brandon Ingram,Los Angeles Clippers,L,10/19/2017,30:31,3,15,.200,0,1,.000,6,7,.857,0,5,5,4,0,0,1,1,12,-2
156,Los Angeles Lakers,,Larry Nance,Los Angeles Clippers,L,10/19/2017,29:30,7,11,.636,0,0,,0,2,.000,3,9,12,0,0,1,3,3,14,+3
157,Los Angeles Lakers,,Lonzo Ball,Los Angeles Clippers,L,10/19/2017,29:21,1,6,.167,1,3,.333,0,2,.000,0,9,9,4,1,1,2,1,3,-14
158,Los Angeles Lakers,,Brook Lopez,Los Angeles Clippers,L,10/19/2017,28:44,7,19,.368,1,5,.200,5,5,1.000,4,2,6,2,1,1,1,3,20,-1
159,Los Angeles Lakers,,Luol Deng,Los Angeles Clippers,L,10/19/2017,13:08,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,1,0,2,-7
160,Atlanta Hawks,,Dennis Schröder,Charlotte Hornets,L,10/20/2017,31:39,11,21,.524,0,2,.000,3,3,1.000,1,2,3,5,1,0,3,2,25,-3
