,name,positions,player_url,number,height,weight,team,Year
473,J.J. Redick,SG,https://www.basketball-reference.com/players/r/redicjj01.html,17,6-3,200,Philadelphia 76ers,2018
474,Dario Saric,PF,https://www.basketball-reference.com/players/s/saricda01.html,9,6-10,225,Philadelphia 76ers,2018
475,Ben Simmons,PG,https://www.basketball-reference.com/players/s/simmobe01.html,25,6-10,240,Philadelphia 76ers,2018
476,Nik Stauskas,SG,https://www.basketball-reference.com/players/s/stausni01.html,11,6-6,205,Philadelphia 76ers,2018
477,James Young,SG,https://www.basketball-reference.com/players/y/youngja01.html,8,6-6,215,Philadelphia 76ers,2018
478,Dragan Bender,PF,https://www.basketball-reference.com/players/b/bendedr01.html,35,7-0,225,Phoenix Suns,2018
479,Eric Bledsoe,PG,https://www.basketball-reference.com/players/b/bledser01.html,2,6-1,214,Phoenix Suns,2018
480,Devin Booker,SG,https://www.basketball-reference.com/players/b/bookede01.html,1,6-5,206,Phoenix Suns,2018
481,Isaiah Canaan,PG,https://www.basketball-reference.com/players/c/canaais01.html,2,6-0,201,Phoenix Suns,2018
482,Tyson Chandler,C,https://www.basketball-reference.com/players/c/chandty01.html,4,7-0,235,Phoenix Suns,2018
483,Marquese Chriss,PF,https://www.basketball-reference.com/players/c/chrisma01.html,0,6-9,240,Phoenix Suns,2018
484,Troy Daniels,SG,https://www.basketball-reference.com/players/d/danietr01.html,30,6-4,200,Phoenix Suns,2018
485,Jared Dudley,PF,https://www.basketball-reference.com/players/d/dudleja01.html,3,6-6,237,Phoenix Suns,2018
486,Josh Gray,PG,https://www.basketball-reference.com/players/g/grayjo01.html,14,6-0,180,Phoenix Suns,2018
487,Shaquille Harrison,PG,https://www.basketball-reference.com/players/h/harrish01.html,10,6-7,190,Phoenix Suns,2018
488,Danuel House,SG,https://www.basketball-reference.com/players/h/houseda01.html,23,6-6,220,Phoenix Suns,2018
489,Josh Jackson,SF,https://www.basketball-reference.com/players/j/jacksjo02.html,20,6-8,207,Phoenix Suns,2018
490,Mike James,PG,https://www.basketball-reference.com/players/j/jamesmi02.html,55,6-1,189,Phoenix Suns,2018
491,Derrick Jones,SF,https://www.basketball-reference.com/players/j/jonesde02.html,10,6-6,210,Phoenix Suns,2018
492,Alex Len,C,https://www.basketball-reference.com/players/l/lenal01.html,21,7-0,250,Phoenix Suns,2018
493,Greg Monroe,C,https://www.basketball-reference.com/players/m/monrogr01.html,14,6-11,265,Phoenix Suns,2018
494,Elfrid Payton,PG,https://www.basketball-reference.com/players/p/paytoel01.html,2,6-3,195,Phoenix Suns,2018
495,Alec Peters,PF,https://www.basketball-reference.com/players/p/peteral01.html,25,6-9,232,Phoenix Suns,2018
496,Davon Reed,SG,https://www.basketball-reference.com/players/r/reedda01.html,32,6-5,208,Phoenix Suns,2018
497,Tyler Ulis,PG,https://www.basketball-reference.com/players/u/ulisty01.html,8,5-10,160,Phoenix Suns,2018
498,T.J. Warren,SF,https://www.basketball-reference.com/players/w/warretj01.html,12,6-8,220,Phoenix Suns,2018
499,Alan Williams,PF,https://www.basketball-reference.com/players/w/willial03.html,15,6-8,265,Phoenix Suns,2018
500,Al-Farouq Aminu,PF,https://www.basketball-reference.com/players/a/aminual01.html,8,6-8,220,Portland Trail Blazers,2018
501,Wade Baldwin,PG,https://www.basketball-reference.com/players/b/baldwwa01.html,2,6-4,200,Portland Trail Blazers,2018
502,Zach Collins,C,https://www.basketball-reference.com/players/c/colliza01.html,33,6-11,250,Portland Trail Blazers,2018
503,Pat Connaughton,SG,https://www.basketball-reference.com/players/c/connapa01.html,5,6-5,209,Portland Trail Blazers,2018
504,Ed Davis,C,https://www.basketball-reference.com/players/d/davised01.html,17,6-9,218,Portland Trail Blazers,2018
505,Maurice Harkless,SF,https://www.basketball-reference.com/players/h/harklma01.html,4,6-7,220,Portland Trail Blazers,2018
506,Jake Layman,SF,https://www.basketball-reference.com/players/l/laymaja01.html,10,6-8,209,Portland Trail Blazers,2018
507,Meyers Leonard,C,https://www.basketball-reference.com/players/l/leoname01.html,11,7-0,260,Portland Trail Blazers,2018
508,Damian Lillard,PG,https://www.basketball-reference.com/players/l/lillada01.html,0,6-2,195,Portland Trail Blazers,2018
509,CJ McCollum,SG,https://www.basketball-reference.com/players/m/mccolcj01.html,3,6-3,190,Portland Trail Blazers,2018
510,Shabazz Napier,PG,https://www.basketball-reference.com/players/n/napiesh01.html,6,6-0,175,Portland Trail Blazers,2018
511,Jusuf Nurkic,C,https://www.basketball-reference.com/players/n/nurkiju01.html,27,7-0,290,Portland Trail Blazers,2018
512,Georgios Papagiannis,C,https://www.basketball-reference.com/players/p/papagge01.html,19,7-1,240,Portland Trail Blazers,2018
513,Caleb Swanigan,PF,https://www.basketball-reference.com/players/s/swanica01.html,50,6-9,260,Portland Trail Blazers,2018
514,Evan Turner,SF,https://www.basketball-reference.com/players/t/turneev01.html,1,6-6,220,Portland Trail Blazers,2018
515,Noah Vonleh,PF,https://www.basketball-reference.com/players/v/vonleno01.html,21,6-10,257,Portland Trail Blazers,2018
516,Bogdan Bogdanovic,SG,https://www.basketball-reference.com/players/b/bogdabo01.html,8,6-6,220,Sacramento Kings,2018
517,Bruno Caboclo,SF,https://www.basketball-reference.com/players/c/cabocbr01.html,22,6-9,218,Sacramento Kings,2018
518,Vince Carter,SF,https://www.basketball-reference.com/players/c/cartevi01.html,15,6-6,220,Sacramento Kings,2018
519,Willie Cauley-Stein,C,https://www.basketball-reference.com/players/c/caulewi01.html,00,7-0,240,Sacramento Kings,2018
520,Jack Cooley,PF,https://www.basketball-reference.com/players/c/cooleja01.html,45,6-9,260,Sacramento Kings,2018
521,De'Aaron Fox,PG,https://www.basketball-reference.com/players/f/foxde01.html,5,6-3,185,Sacramento Kings,2018
522,Nigel Hayes,SF,https://www.basketball-reference.com/players/h/hayesni01.html,40,6-8,254,Sacramento Kings,2018
523,Buddy Hield,SG,https://www.basketball-reference.com/players/h/hieldbu01.html,24,6-4,220,Sacramento Kings,2018
524,George Hill,PG,https://www.basketball-reference.com/players/h/hillge01.html,3,6-3,188,Sacramento Kings,2018
525,Justin Jackson,SF,https://www.basketball-reference.com/players/j/jacksju01.html,25,6-7,220,Sacramento Kings,2018
526,Kosta Koufos,C,https://www.basketball-reference.com/players/k/koufoko01.html,41,7-0,245,Sacramento Kings,2018
527,Skal Labissiere,PF,https://www.basketball-reference.com/players/l/labissk01.html,7,6-10,235,Sacramento Kings,2018
528,Frank Mason,PG,https://www.basketball-reference.com/players/m/masonfr01.html,10,5-11,190,Sacramento Kings,2018
529,Georgios Papagiannis,C,https://www.basketball-reference.com/players/p/papagge01.html,13,7-1,240,Sacramento Kings,2018
530,Zach Randolph,PF,https://www.basketball-reference.com/players/r/randoza01.html,50,6-9,250,Sacramento Kings,2018
531,Malachi Richardson,SG,https://www.basketball-reference.com/players/r/richama01.html,23,6-6,205,Sacramento Kings,2018
532,JaKarr Sampson,SF,https://www.basketball-reference.com/players/s/sampsja02.html,29,6-7,214,Sacramento Kings,2018
533,Garrett Temple,SG,https://www.basketball-reference.com/players/t/templga01.html,17,6-5,195,Sacramento Kings,2018
534,LaMarcus Aldridge,C,https://www.basketball-reference.com/players/a/aldrila01.html,12,6-11,250,San Antonio Spurs,2018
535,Kyle Anderson,SF,https://www.basketball-reference.com/players/a/anderky01.html,1,6-9,230,San Antonio Spurs,2018
536,Davis Bertans,PF,https://www.basketball-reference.com/players/b/bertada01.html,42,6-10,225,San Antonio Spurs,2018
537,Matt Costello,C,https://www.basketball-reference.com/players/c/costema01.html,10,6-9,245,San Antonio Spurs,2018
538,Bryn Forbes,SG,https://www.basketball-reference.com/players/f/forbebr01.html,11,6-2,205,San Antonio Spurs,2018
539,Pau Gasol,C,https://www.basketball-reference.com/players/g/gasolpa01.html,16,7-0,250,San Antonio Spurs,2018
540,Rudy Gay,PF,https://www.basketball-reference.com/players/g/gayru01.html,22,6-8,250,San Antonio Spurs,2018
541,Manu Ginobili,SG,https://www.basketball-reference.com/players/g/ginobma01.html,20,6-6,205,San Antonio Spurs,2018
542,Danny Green,SG,https://www.basketball-reference.com/players/g/greenda02.html,14,6-6,215,San Antonio Spurs,2018
543,Darrun Hilliard,SG,https://www.basketball-reference.com/players/h/hillida01.html,24,6-6,205,San Antonio Spurs,2018
544,Joffrey Lauvergne,C,https://www.basketball-reference.com/players/l/lauvejo01.html,77,6-11,220,San Antonio Spurs,2018
545,Kawhi Leonard,SF,https://www.basketball-reference.com/players/l/leonaka01.html,2,6-7,225,San Antonio Spurs,2018
546,Patty Mills,PG,https://www.basketball-reference.com/players/m/millspa02.html,8,6-1,180,San Antonio Spurs,2018
547,Dejounte Murray,PG,https://www.basketball-reference.com/players/m/murrade01.html,5,6-4,180,San Antonio Spurs,2018
548,Tony Parker,PG,https://www.basketball-reference.com/players/p/parketo01.html,9,6-2,185,San Antonio Spurs,2018
549,Brandon Paul,SG,https://www.basketball-reference.com/players/p/paulbr01.html,3,6-4,200,San Antonio Spurs,2018
550,Derrick White,PG,https://www.basketball-reference.com/players/w/whitede01.html,4,6-4,190,San Antonio Spurs,2018
551,OG Anunoby,SF,https://www.basketball-reference.com/players/a/anunoog01.html,3,6-7,232,Toronto Raptors,2018
552,Lorenzo Brown,PG,https://www.basketball-reference.com/players/b/brownlo01.html,4,6-5,189,Toronto Raptors,2018
553,Bruno Caboclo,SF,https://www.basketball-reference.com/players/c/cabocbr01.html,5,6-9,218,Toronto Raptors,2018
554,DeMar DeRozan,SG,https://www.basketball-reference.com/players/d/derozde01.html,10,6-6,220,Toronto Raptors,2018
555,Nigel Hayes,SF,https://www.basketball-reference.com/players/h/hayesni01.html,2,6-8,254,Toronto Raptors,2018
556,Serge Ibaka,PF,https://www.basketball-reference.com/players/i/ibakase01.html,9,7-0,235,Toronto Raptors,2018
557,Kyle Lowry,PG,https://www.basketball-reference.com/players/l/lowryky01.html,7,6-0,196,Toronto Raptors,2018
558,Alfonzo McKinnie,SF,https://www.basketball-reference.com/players/m/mckinal01.html,34,6-7,215,Toronto Raptors,2018
559,C.J. Miles,SF,https://www.basketball-reference.com/players/m/milescj01.html,0,6-6,220,Toronto Raptors,2018
560,Malcolm Miller,SF,https://www.basketball-reference.com/players/m/millema01.html,13,6-7,210,Toronto Raptors,2018
561,Lucas Nogueira,C,https://www.basketball-reference.com/players/n/noguelu01.html,92,7-0,241,Toronto Raptors,2018
562,Jakob Poeltl,C,https://www.basketball-reference.com/players/p/poeltja01.html,42,7-1,245,Toronto Raptors,2018
563,Norman Powell,SG,https://www.basketball-reference.com/players/p/powelno01.html,24,6-3,215,Toronto Raptors,2018
564,Malachi Richardson,SG,https://www.basketball-reference.com/players/r/richama01.html,22,6-6,205,Toronto Raptors,2018
565,Pascal Siakam,PF,https://www.basketball-reference.com/players/s/siakapa01.html,43,6-9,230,Toronto Raptors,2018
566,Jonas Valanciunas,C,https://www.basketball-reference.com/players/v/valanjo01.html,17,6-11,265,Toronto Raptors,2018
567,Fred VanVleet,PG,https://www.basketball-reference.com/players/v/vanvlfr01.html,23,6-1,197,Toronto Raptors,2018
568,Delon Wright,PG,https://www.basketball-reference.com/players/w/wrighde01.html,55,6-5,185,Toronto Raptors,2018
569,Tony Bradley,C,https://www.basketball-reference.com/players/b/bradlto01.html,13,6-10,248,Utah Jazz,2018
570,Alec Burks,SG,https://www.basketball-reference.com/players/b/burksal01.html,10,6-6,214,Utah Jazz,2018
571,Jae Crowder,SF,https://www.basketball-reference.com/players/c/crowdja01.html,99,6-6,235,Utah Jazz,2018
572,Dante Exum,PG,https://www.basketball-reference.com/players/e/exumda01.html,11,6-5,214,Utah Jazz,2018
573,Derrick Favors,C,https://www.basketball-reference.com/players/f/favorde01.html,15,6-9,265,Utah Jazz,2018
574,Rudy Gobert,C,https://www.basketball-reference.com/players/g/goberru01.html,27,7-1,258,Utah Jazz,2018
575,Rodney Hood,SG,https://www.basketball-reference.com/players/h/hoodro01.html,5,6-8,208,Utah Jazz,2018
576,Joe Ingles,SF,https://www.basketball-reference.com/players/i/inglejo01.html,2,6-7,220,Utah Jazz,2018
577,Jonas Jerebko,PF,https://www.basketball-reference.com/players/j/jerebjo01.html,8,6-10,231,Utah Jazz,2018
578,Joe Johnson,SF,https://www.basketball-reference.com/players/j/johnsjo02.html,6,6-7,240,Utah Jazz,2018
579,Erik McCree,SF,https://www.basketball-reference.com/players/m/mccreer01.html,21,6-7,219,Utah Jazz,2018
580,Donovan Mitchell,SG,https://www.basketball-reference.com/players/m/mitchdo01.html,45,6-1,215,Utah Jazz,2018
581,Naz Mitrou-Long,SG,https://www.basketball-reference.com/players/m/mitrona01.html,30,6-3,218,Utah Jazz,2018
582,Raul Neto,PG,https://www.basketball-reference.com/players/n/netora01.html,25,6-1,180,Utah Jazz,2018
583,Georges Niang,PF,https://www.basketball-reference.com/players/n/niangge01.html,31,6-7,230,Utah Jazz,2018
584,Royce O'Neale,SF,https://www.basketball-reference.com/players/o/onealro01.html,23,6-4,226,Utah Jazz,2018
585,Ricky Rubio,PG,https://www.basketball-reference.com/players/r/rubiori01.html,3,6-3,190,Utah Jazz,2018
586,Thabo Sefolosha,SF,https://www.basketball-reference.com/players/s/sefolth01.html,22,6-6,215,Utah Jazz,2018
587,David Stockton,PG,https://www.basketball-reference.com/players/s/stockda01.html,5,5-11,165,Utah Jazz,2018
588,Ekpe Udoh,C,https://www.basketball-reference.com/players/u/udohek01.html,33,6-10,245,Utah Jazz,2018
589,Nate Wolters,PG,https://www.basketball-reference.com/players/w/woltena01.html,16,6-4,190,Utah Jazz,2018
590,Bradley Beal,SG,https://www.basketball-reference.com/players/b/bealbr01.html,3,6-3,207,Washington Wizards,2018
591,Tim Frazier,PG,https://www.basketball-reference.com/players/f/fraziti01.html,8,6-0,170,Washington Wizards,2018
592,Marcin Gortat,C,https://www.basketball-reference.com/players/g/gortama01.html,13,6-11,240,Washington Wizards,2018
593,Ty Lawson,PG,https://www.basketball-reference.com/players/l/lawsoty01.html,4,5-11,195,Washington Wizards,2018
594,Ian Mahinmi,C,https://www.basketball-reference.com/players/m/mahinia01.html,28,6-11,262,Washington Wizards,2018
595,Chris McCullough,PF,https://www.basketball-reference.com/players/m/mcculch01.html,1,6-11,200,Washington Wizards,2018
596,Jodie Meeks,SG,https://www.basketball-reference.com/players/m/meeksjo01.html,20,6-4,210,Washington Wizards,2018
597,Markieff Morris,PF,https://www.basketball-reference.com/players/m/morrima02.html,5,6-8,245,Washington Wizards,2018
598,Kelly Oubre,SF,https://www.basketball-reference.com/players/o/oubreke01.html,12,6-7,203,Washington Wizards,2018
599,Otto Porter,SF,https://www.basketball-reference.com/players/p/porteot01.html,22,6-8,198,Washington Wizards,2018
600,Devin Robinson,SF,https://www.basketball-reference.com/players/r/robinde01.html,7,6-8,200,Washington Wizards,2018
601,Tomas Satoransky,SG,https://www.basketball-reference.com/players/s/satorto01.html,31,6-7,210,Washington Wizards,2018
602,Mike Scott,PF,https://www.basketball-reference.com/players/s/scottmi01.html,30,6-7,237,Washington Wizards,2018
603,Ramon Sessions,PG,https://www.basketball-reference.com/players/s/sessira01.html,9,6-3,190,Washington Wizards,2018
604,Jason Smith,C,https://www.basketball-reference.com/players/s/smithja02.html,14,7-0,240,Washington Wizards,2018
605,John Wall,PG,https://www.basketball-reference.com/players/w/walljo01.html,2,6-4,210,Washington Wizards,2018
